Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"atypical, atypical lobular hyperplasia, na",2.14E-05,0.988031566,2.77E-07,2.87E-06,6.39E-06,7.95E-05,6.06E-06,4.17E-06,2.29E-09,1.17E-05,0.003573982,1.81E-09,2.56E-09,7.59E-06,1.05E-05,9.29E-06,9.36E-07,8.91E-06,6.09E-07,2.39E-06,2.18E-09,2.12E-08,2.62E-06,2.03E-05,"atypical, atypical lobular hyperplasia, na"
"atypical, fibroadenoma, na",5.15E-07,2.71E-06,0.019228091,2.69E-06,2.72E-07,0.270911247,1.71E-07,3.05E-06,1.62E-06,1.03E-08,1.02E-07,1.31E-06,0.018740898,2.43E-11,1.69E-09,5.45E-09,1.68E-05,0.000238783,2.21E-10,2.33E-06,4.55E-09,5.02E-09,1.00E-06,1.38E-06,"benign, apocrine metaplasia, na"
"atypical, fibroadenoma, na",1.73E-05,1.32E-06,0.9997226,1.48E-07,1.05E-05,9.45E-12,7.88E-10,1.06E-07,4.82E-09,6.79E-11,1.53E-07,5.50E-11,0.000158971,6.87E-09,1.60E-08,1.45E-08,1.77E-07,2.95E-06,4.98E-10,8.34E-08,3.89E-10,4.42E-09,4.25E-08,3.20E-07,"atypical, fibroadenoma, na"
"benign, sclerosing adenosis, na",6.36E-08,9.05E-07,6.03E-05,4.68E-05,1.12E-05,4.55E-07,8.49E-08,0.000107871,2.72E-05,6.41E-08,2.25E-06,0.999981463,8.90E-08,0.000156564,1.69E-06,1.45E-05,0.00380336,1.17E-05,3.80E-06,3.62E-06,7.54E-10,4.08E-09,1.33E-06,4.12E-06,"benign, sclerosing adenosis, na"
"breast cancer, invasive, ductal",3.09E-11,2.21E-11,4.69E-10,1.89E-09,1.35E-06,1.17E-11,1.15E-09,5.19E-08,6.16E-09,1.20E-09,2.00E-09,8.55E-10,4.47E-11,9.40E-07,1.03E-12,5.20E-08,0.999999166,2.15E-09,6.05E-09,4.40E-08,1.17E-07,1.65E-09,3.57E-13,1.36E-07,"breast cancer, invasive, ductal"
"benign, cyst, na",6.80E-09,1.73E-06,5.53E-06,2.86E-06,7.45E-06,0.000184269,0.999895275,0.000101715,3.93E-05,3.26E-06,1.01E-05,5.35E-06,2.12E-05,1.44E-06,6.22E-07,8.28E-07,2.94E-05,8.85E-05,8.21E-06,1.09E-05,2.35E-06,1.38E-06,3.98E-07,1.21E-05,"benign, cyst, na"
"breast cancer, invasive, ductal",6.98E-11,1.47E-11,8.32E-11,3.11E-09,1.05E-06,2.19E-11,6.91E-10,4.12E-08,9.04E-09,2.19E-09,3.16E-09,9.82E-10,6.08E-11,1.01E-07,6.16E-13,6.89E-08,0.999998152,1.49E-08,2.46E-08,2.57E-07,1.80E-07,5.51E-09,7.84E-13,1.94E-07,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",4.04E-07,2.97E-05,5.25E-05,2.03E-06,1.78E-06,0.955627501,2.67E-07,1.05E-06,1.76E-06,1.74E-06,0.000350703,9.24E-08,0.001650331,8.31E-06,0.000980684,6.76E-06,8.46E-08,7.62E-06,8.90E-09,1.89E-06,4.15E-09,2.37E-08,6.41E-08,2.75E-06,"benign, apocrine metaplasia, na"
"atypical, atypical lobular hyperplasia, na",5.58E-06,0.648336649,9.94E-10,1.31E-07,1.03E-06,1.55E-09,7.87E-08,6.61E-07,0.000565023,1.18E-08,7.27E-06,0.000464451,1.72E-09,3.33E-06,2.00E-06,1.38E-06,2.88E-06,2.05E-06,1.26E-08,6.89E-07,4.67E-11,5.23E-10,6.93E-06,6.47E-08,"atypical, atypical lobular hyperplasia, na"
"benign, usual ductal hyperplasia, na",2.06E-06,6.80E-08,2.42E-10,2.13E-08,3.28E-07,1.76E-09,2.13E-06,2.34E-08,7.21E-10,9.26E-08,2.36E-08,7.64E-09,0.892610967,0.018324433,3.13E-09,1.29E-07,5.07E-08,4.88E-10,6.49E-09,5.35E-09,2.47E-09,3.73E-11,1.09E-06,4.69E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",8.81E-11,3.46E-09,2.05E-07,6.65E-06,7.31E-07,1.06E-11,1.06E-08,2.87E-07,1.65E-08,0.001905094,3.38E-07,1.69E-05,3.41E-11,0.547108591,8.85E-06,8.20E-06,0.000770227,1.38E-10,3.41E-10,1.69E-07,3.08E-08,2.89E-09,6.59E-06,6.57E-06,"breast cancer, in situ, ductal"
"breast cancer, na, na",1.14E-07,1.47E-07,1.83E-07,4.02E-08,2.92E-07,1.60E-06,9.82E-08,1.69E-05,2.99E-08,4.40E-07,3.98E-08,4.27E-07,3.53E-07,1.60E-07,1.01E-07,2.49E-06,4.33E-06,3.82E-06,3.05E-07,2.14E-06,1.40E-08,1.69E-06,0.999999762,6.00E-07,"breast cancer, na, na"
"breast cancer, na, ductal",3.20E-07,1.21E-09,1.49E-06,2.53E-07,2.75E-05,4.46E-06,4.81E-06,0.000325613,7.21E-05,8.91E-07,6.26E-07,2.78E-07,6.40E-07,5.85E-05,2.15E-10,1.23E-07,0.000115673,7.27E-08,1.51E-05,2.81E-05,0.9999879,0.001312038,9.49E-06,3.60E-06,"breast cancer, na, ductal"
"breast cancer, invasive, ductal",3.70E-08,1.82E-10,1.93E-12,1.18E-09,1.79E-06,1.14E-11,4.44E-10,6.38E-08,6.60E-09,5.65E-09,4.14E-09,2.20E-09,6.88E-10,8.37E-09,1.28E-13,9.97E-08,0.99999994,4.91E-08,4.93E-08,3.14E-08,2.65E-08,1.24E-08,1.93E-10,4.56E-08,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",2.77E-07,0.973929942,6.08E-05,1.03E-06,4.03E-06,1.03E-08,0.00010681,1.55E-06,9.16E-09,2.94E-09,7.19E-05,2.19E-09,7.65E-06,1.34E-07,6.21E-06,8.77E-07,2.29E-07,0.00064527,1.78E-08,1.23E-06,6.79E-11,2.73E-08,7.40E-07,1.12E-06,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",6.38E-11,1.25E-11,2.01E-10,4.90E-09,1.19E-06,3.76E-12,2.18E-10,5.98E-08,1.66E-08,2.18E-09,2.08E-09,1.79E-08,1.03E-10,4.01E-07,9.54E-12,1.15E-07,0.999998808,7.29E-09,1.13E-07,2.58E-08,2.52E-08,2.77E-09,2.25E-14,1.14E-07,"breast cancer, invasive, ductal"
"benign, cyst, na",7.58E-09,2.29E-06,0.000163848,3.27E-06,9.12E-06,0.008669789,0.997060776,9.98E-05,3.32E-05,1.93E-06,1.02E-05,3.68E-06,8.34E-06,9.12E-07,4.86E-07,5.23E-07,1.06E-05,7.16E-05,9.62E-06,8.25E-06,5.72E-06,1.11E-06,2.07E-08,2.63E-05,"benign, cyst, na"
"breast cancer, invasive, ductal",4.10E-09,8.31E-10,3.45E-09,7.94E-08,4.80E-05,3.30E-12,5.34E-08,3.24E-07,1.56E-07,3.96E-10,5.91E-08,3.09E-08,0.000639534,0.003703198,6.65E-11,2.77E-07,0.999118328,2.62E-07,1.49E-07,3.52E-07,5.22E-08,2.46E-09,1.23E-10,4.94E-06,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",1.64E-05,1.84E-06,0.999996066,1.07E-06,3.23E-06,4.96E-06,5.21E-07,0.000133269,2.43E-05,2.99E-08,1.67E-06,0.000110942,1.29E-06,1.38E-06,1.11E-06,3.44E-07,4.61E-07,3.42E-05,1.16E-07,3.75E-06,5.96E-06,2.38E-07,4.42E-06,1.61E-05,"atypical, fibroadenoma, na"
"benign, pseudoangiomatous stromal hyperplasia, na",7.38E-07,5.44E-06,0.000383596,1.83E-05,1.36E-06,3.95E-07,1.28E-06,2.98E-06,1.05E-05,0.997436166,1.02E-05,1.70E-06,8.25E-06,4.41E-07,0.000110447,5.41E-06,9.58E-06,2.77E-07,3.70E-07,5.89E-06,2.11E-07,1.16E-06,9.44E-06,1.14E-05,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, invasive, ductal",1.22E-07,5.66E-11,1.57E-11,1.66E-09,2.64E-07,3.88E-12,3.17E-11,7.32E-10,2.06E-09,1.27E-09,8.19E-09,5.12E-12,1.24E-12,0.44694981,7.47E-11,1.41E-07,0.007300935,2.68E-12,1.76E-09,1.65E-08,4.39E-06,1.14E-10,9.13E-11,2.80E-08,"breast cancer, in situ, ductal"
"benign, cyst, na",1.12E-09,6.92E-07,6.84E-05,0.00021926,7.71E-05,4.35E-09,0.997515976,3.44E-07,0.000122672,2.21E-08,1.05E-05,9.61E-10,2.21E-05,2.04E-08,2.99E-06,3.90E-08,2.78E-09,0.000107424,3.60E-06,1.15E-05,3.25E-08,3.29E-07,1.20E-09,2.06E-07,"benign, cyst, na"
"atypical, atypical lobular hyperplasia, na",1.94E-06,0.999893367,1.10E-06,2.61E-07,1.34E-05,1.71E-06,6.44E-05,4.18E-05,5.05E-07,9.32E-07,7.74E-06,5.69E-06,6.25E-07,1.29E-07,3.24E-06,6.38E-06,5.08E-05,0.00148544,5.56E-06,3.96E-06,1.77E-09,7.58E-08,0.000516128,7.41E-06,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",5.32E-07,1.16E-06,4.48E-07,1.71E-06,1.73E-06,0.999994397,3.34E-09,7.46E-06,2.82E-08,7.21E-08,8.45E-08,6.13E-08,1.78E-06,1.65E-08,1.30E-08,3.50E-07,6.15E-06,2.08E-06,3.99E-05,1.97E-06,5.80E-06,5.32E-08,1.27E-07,5.10E-06,"benign, apocrine metaplasia, na"
"breast cancer, na, na",5.61E-08,6.51E-08,1.80E-09,2.24E-08,1.46E-07,4.52E-07,2.77E-08,3.36E-05,1.52E-08,9.18E-07,4.72E-08,1.07E-07,1.34E-08,1.09E-07,7.89E-08,1.63E-06,2.61E-06,8.73E-08,9.35E-08,6.45E-07,1.56E-08,1.27E-05,0.99999994,2.56E-07,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",0.00302427,0.899075627,2.39E-09,2.28E-05,2.25E-06,1.04E-09,6.89E-07,2.76E-08,1.38E-09,4.44E-06,1.03E-06,1.90E-11,8.49E-07,2.22E-05,8.96E-07,4.02E-06,9.46E-08,1.14E-06,2.03E-06,2.19E-07,6.37E-10,3.74E-09,6.52E-06,5.82E-06,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",1.68E-05,0.000115887,0.000229571,6.00E-05,6.68E-06,1.10E-06,9.37E-06,1.89E-05,1.06E-06,0.999625683,4.57E-05,3.67E-06,3.73E-06,2.61E-06,0.000188511,2.34E-05,8.48E-05,6.68E-07,4.37E-07,6.67E-06,3.53E-07,1.53E-06,1.61E-05,3.35E-05,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, in situ, ductal",1.78E-07,4.45E-10,5.18E-10,1.11E-08,6.33E-07,9.96E-08,1.60E-11,2.89E-09,4.40E-07,3.42E-10,8.49E-08,2.03E-11,3.76E-12,0.999566674,1.66E-05,2.20E-06,1.22E-08,2.91E-13,4.96E-10,3.21E-07,5.03E-09,2.26E-09,1.09E-06,1.13E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",4.14E-11,7.76E-11,1.03E-09,1.57E-08,2.52E-06,4.72E-11,4.75E-09,1.72E-07,5.10E-10,7.23E-10,5.87E-10,5.71E-09,2.11E-09,3.63E-08,2.65E-14,8.09E-08,0.99999994,6.98E-08,5.07E-06,2.28E-08,2.68E-07,6.31E-09,1.25E-12,2.94E-07,"breast cancer, invasive, ductal"
"breast cancer, in situ, lobular",6.04E-05,0.000303725,4.77E-12,2.64E-07,3.38E-07,5.84E-07,9.92E-10,1.79E-08,1.78E-09,6.95E-08,9.26E-09,2.62E-07,4.95E-07,0.000432454,0.001016503,7.13E-06,1.75E-06,3.71E-07,5.80E-08,1.09E-05,6.41E-12,1.48E-09,4.31E-08,8.04E-07,"breast cancer, in situ, lobular"
"benign, cyst, na",8.48E-07,3.58E-07,8.72E-06,1.11E-07,8.83E-07,2.87E-06,8.54E-06,1.16E-07,0.056804005,9.10E-09,6.59E-06,1.18E-11,0.173527747,7.06E-07,6.46E-06,3.82E-07,3.28E-07,6.00E-07,4.55E-09,2.22E-06,1.46E-07,2.05E-07,2.92E-09,2.09E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.78E-08,6.24E-08,1.17E-07,3.61E-09,5.07E-07,1.02E-11,4.29E-10,1.42E-07,4.34E-08,1.12E-09,4.69E-09,6.85E-10,7.72E-10,5.06E-10,1.94E-12,8.52E-08,0.999999642,1.93E-09,1.32E-07,2.79E-08,1.23E-08,1.74E-09,6.17E-11,2.68E-07,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",1.77E-06,5.33E-07,0.999999762,6.15E-07,8.81E-07,1.59E-07,5.50E-08,1.73E-05,5.08E-07,4.47E-09,1.08E-06,8.86E-07,5.55E-07,2.33E-08,7.35E-07,6.80E-08,5.44E-06,6.12E-06,3.21E-08,2.48E-07,2.35E-07,4.01E-08,3.62E-08,9.53E-07,"atypical, fibroadenoma, na"
"breast cancer, in situ, ductal",6.71E-10,1.23E-09,3.93E-07,2.77E-08,3.43E-06,9.81E-07,3.41E-07,1.22E-05,5.78E-07,4.67E-08,6.23E-07,8.21E-07,1.27E-07,0.999903142,2.33E-08,2.21E-06,0.000289098,3.74E-09,3.00E-08,5.41E-07,0.000158335,5.51E-10,3.40E-08,1.14E-05,"breast cancer, in situ, ductal"
"breast cancer, na, na",3.66E-06,1.08E-06,3.42E-05,1.59E-06,5.00E-06,3.62E-05,4.66E-06,0.000203334,5.66E-06,3.01E-06,8.08E-07,1.40E-05,1.56E-05,4.89E-07,2.28E-06,1.00E-05,1.29E-05,2.16E-05,5.45E-06,5.37E-05,5.76E-06,9.07E-05,0.999782324,2.35E-05,"breast cancer, na, na"
"benign, sclerosing adenosis, na",0.001034152,3.87E-05,1.89E-06,8.89E-06,8.95E-06,1.69E-06,3.48E-05,6.11E-07,2.66E-07,3.76E-06,3.18E-07,0.000735592,0.999984384,8.80E-10,5.90E-08,2.07E-07,0.000111671,5.45E-05,1.97E-06,1.31E-05,1.68E-08,5.33E-08,2.10E-07,6.82E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",5.77E-10,1.66E-08,1.11E-11,0.001597106,7.35E-07,9.11E-08,2.64E-10,2.28E-10,3.78E-10,6.43E-08,6.25E-08,2.06E-11,4.31E-12,0.382408887,5.93E-05,2.91E-05,5.96E-07,3.97E-12,3.59E-08,2.27E-07,2.39E-09,9.55E-10,1.62E-07,5.14E-08,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",2.22E-09,4.81E-10,7.92E-09,1.04E-08,1.46E-06,3.58E-09,6.70E-08,1.91E-06,1.73E-07,9.07E-09,5.26E-09,2.06E-08,8.55E-09,1.65E-09,1.30E-12,4.51E-08,0.999963462,4.43E-07,2.00E-06,5.36E-07,0.000519594,3.41E-07,2.02E-09,3.64E-07,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",6.68E-07,5.72E-05,0.999969721,5.93E-07,8.05E-07,4.38E-11,4.33E-08,8.78E-08,0.000572846,1.53E-10,3.26E-08,1.58E-09,2.57E-11,1.51E-12,1.08E-08,1.62E-09,5.63E-05,1.86E-06,2.23E-08,9.84E-08,1.35E-09,9.43E-09,3.17E-09,6.07E-08,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",6.25E-09,1.03E-09,7.44E-09,2.92E-08,4.60E-06,1.86E-08,1.28E-07,4.34E-06,1.01E-07,2.00E-08,1.49E-08,1.70E-07,6.10E-08,7.80E-09,8.34E-12,3.98E-07,0.999986649,1.11E-05,1.63E-05,9.64E-06,1.74E-05,3.61E-07,1.88E-10,8.86E-06,"breast cancer, invasive, ductal"
"breast cancer, na, na",1.14E-07,1.47E-07,1.83E-07,4.02E-08,2.92E-07,1.60E-06,9.82E-08,1.69E-05,2.99E-08,4.40E-07,3.98E-08,4.27E-07,3.53E-07,1.60E-07,1.01E-07,2.49E-06,4.33E-06,3.82E-06,3.05E-07,2.14E-06,1.40E-08,1.69E-06,0.999999762,6.00E-07,"breast cancer, na, na"
"benign, usual ductal hyperplasia, na",9.88E-06,1.94E-07,0.000247661,1.56E-06,2.32E-06,1.77E-07,5.59E-08,1.88E-06,7.36E-07,8.86E-07,1.59E-06,1.11E-05,0.97626102,3.93E-07,1.91E-06,4.07E-07,1.53E-06,2.38E-06,3.88E-07,4.07E-06,1.07E-08,1.85E-08,6.34E-09,3.66E-07,"benign, usual ductal hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.792105913,1.71E-07,2.35E-07,1.27E-07,6.75E-08,9.72E-09,3.46E-13,3.51E-09,1.18E-08,6.53E-09,9.37E-08,2.14E-10,8.37E-11,0.000114761,1.54E-08,1.13E-06,6.12E-09,1.04E-10,5.86E-08,8.99E-08,1.22E-10,3.17E-10,0.589077175,1.04E-08,"atypical, atypical ductal hyperplasia, na"
"benign, usual ductal hyperplasia, na",0.000283083,2.89E-05,3.16E-07,3.98E-06,1.11E-05,1.39E-07,2.73E-07,1.07E-05,6.08E-08,0.000602332,6.90E-06,5.44E-05,0.999788105,5.47E-07,9.85E-08,3.67E-07,0.006875658,3.68E-06,3.20E-08,1.78E-06,7.79E-05,1.15E-07,1.21E-07,4.11E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",4.66E-09,2.70E-10,1.63E-08,9.45E-09,1.14E-06,3.37E-09,1.31E-07,1.18E-06,4.09E-08,1.62E-08,5.71E-07,3.79E-08,6.52E-10,1,2.57E-06,8.94E-06,8.00E-09,1.06E-10,2.11E-08,1.39E-07,1.29E-08,2.64E-11,6.41E-07,2.63E-06,"breast cancer, in situ, ductal"
"breast cancer, in situ, lobular",9.41E-06,9.26E-05,2.82E-08,0.992043197,7.41E-06,1.31E-08,3.12E-06,1.36E-08,1.28E-08,1.07E-05,2.87E-06,2.37E-08,8.22E-10,1.74E-07,0.012250031,8.27E-06,1.06E-09,1.78E-08,0.000593176,6.92E-06,2.40E-08,3.00E-06,1.16E-05,7.30E-08,"atypical, flat epithelial atypia, na"
"benign, usual ductal hyperplasia, na",0.061138049,7.04E-06,8.01E-05,8.56E-07,4.46E-06,5.95E-08,3.96E-08,1.66E-06,8.67E-08,7.89E-08,2.24E-07,1.11E-09,0.932352781,4.93E-07,1.73E-06,6.87E-07,4.53E-07,1.54E-05,1.09E-07,1.99E-06,2.17E-08,2.80E-08,2.03E-08,1.97E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, na, ductal",2.03E-07,1.51E-08,1.51E-05,5.81E-07,2.60E-05,3.11E-05,1.33E-05,0.00024937,2.38E-05,5.65E-07,5.42E-07,6.91E-06,1.18E-05,2.33E-05,2.19E-09,3.18E-07,0.000134901,1.06E-05,9.48E-05,3.69E-05,0.998380542,7.70E-05,0.000396693,1.29E-05,"breast cancer, na, ductal"
"breast cancer, na, na",1.14E-07,1.47E-07,1.83E-07,4.02E-08,2.92E-07,1.60E-06,9.82E-08,1.69E-05,2.99E-08,4.40E-07,3.98E-08,4.27E-07,3.53E-07,1.60E-07,1.01E-07,2.49E-06,4.33E-06,3.82E-06,3.05E-07,2.14E-06,1.40E-08,1.69E-06,0.999999762,6.00E-07,"breast cancer, na, na"
"breast cancer, in situ, ductal",3.06E-09,2.70E-10,2.71E-09,2.27E-08,2.82E-06,8.95E-09,3.75E-08,1.20E-07,4.38E-08,1.37E-07,5.97E-08,2.08E-08,5.67E-09,0.999996603,4.72E-05,1.45E-05,3.42E-10,2.20E-11,8.81E-07,4.48E-07,2.26E-08,1.17E-10,2.71E-08,9.00E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.30E-09,7.22E-10,1.37E-10,4.48E-09,2.31E-06,7.96E-10,2.02E-08,1.99E-06,7.84E-08,2.50E-09,4.13E-09,2.15E-08,7.31E-10,1.69E-10,6.18E-13,4.30E-07,0.99999994,6.08E-07,1.56E-05,6.10E-07,3.50E-08,3.93E-08,5.74E-11,2.76E-07,"breast cancer, invasive, ductal"
"breast cancer, na, na",8.96E-08,2.10E-08,9.61E-09,1.99E-08,1.69E-07,1.59E-07,1.24E-08,2.64E-05,1.23E-08,4.99E-07,4.49E-08,3.08E-08,1.27E-08,1.64E-07,7.20E-08,1.27E-06,1.68E-06,7.98E-08,3.22E-08,7.64E-07,1.99E-08,1.26E-05,0.999999881,2.48E-07,"breast cancer, na, na"
"breast cancer, na, na",1.14E-07,1.47E-07,1.83E-07,4.02E-08,2.92E-07,1.60E-06,9.82E-08,1.69E-05,2.99E-08,4.40E-07,3.98E-08,4.27E-07,3.53E-07,1.60E-07,1.01E-07,2.49E-06,4.33E-06,3.82E-06,3.05E-07,2.14E-06,1.40E-08,1.69E-06,0.999999762,6.00E-07,"breast cancer, na, na"
"breast cancer, invasive, ductal",2.30E-09,2.47E-10,8.15E-10,5.70E-09,1.36E-06,6.97E-09,2.90E-08,1.76E-06,1.68E-08,5.83E-09,4.16E-09,5.48E-08,9.37E-09,2.30E-10,5.10E-13,1.52E-07,0.999999106,2.56E-05,3.60E-06,4.38E-06,8.90E-07,1.78E-07,2.04E-10,3.55E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",9.29E-07,1.49E-10,1.03E-08,5.93E-09,1.42E-06,5.88E-09,7.71E-07,0.000790277,2.25E-08,1.15E-06,1.21E-05,1.27E-07,1.40E-07,0.989154816,4.69E-09,1.22E-06,8.59E-05,8.19E-07,1.45E-05,3.91E-07,3.83E-05,1.93E-09,6.01E-08,3.78E-06,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",2.33E-09,1.09E-10,4.38E-10,6.85E-09,4.80E-06,2.51E-09,7.28E-11,2.32E-08,2.17E-07,6.72E-09,5.07E-08,4.20E-10,4.42E-12,0.003319209,1.12E-10,5.19E-07,0.986663043,2.36E-10,1.00E-08,1.46E-07,1.26E-05,1.86E-10,6.03E-14,1.04E-07,"breast cancer, invasive, ductal"
"benign, usual ductal hyperplasia, na",0.000800701,8.38E-06,2.66E-05,7.31E-06,1.77E-05,5.98E-05,2.81E-07,3.85E-05,4.53E-08,1.00E-05,2.09E-05,3.14E-09,0.977693796,4.95E-07,6.55E-06,6.24E-07,5.56E-08,1.61E-05,2.02E-07,4.05E-06,4.01E-08,2.55E-08,4.47E-10,6.13E-06,"benign, usual ductal hyperplasia, na"
"benign, cyst, na",2.46E-09,7.56E-07,1.45E-06,2.73E-06,2.50E-06,7.13E-06,0.999987543,6.18E-05,1.58E-05,9.62E-07,4.83E-06,1.90E-06,1.17E-05,1.48E-06,2.42E-07,2.61E-07,1.47E-05,3.44E-05,2.27E-06,5.46E-06,1.16E-06,3.13E-07,2.28E-08,6.72E-06,"benign, cyst, na"
"atypical, flat epithelial atypia, na",0.99991852,7.08E-06,6.68E-05,2.37E-05,2.19E-07,3.16E-09,4.23E-12,5.65E-08,3.99E-07,6.35E-09,2.35E-07,1.64E-09,2.43E-11,2.40E-08,4.36E-06,1.84E-06,7.47E-08,2.49E-10,5.63E-07,3.15E-06,3.38E-07,3.80E-07,6.80E-06,2.31E-08,"atypical, atypical ductal hyperplasia, na"
"breast cancer, na, na",3.23E-05,1.22E-05,0.000100081,3.32E-06,1.93E-05,0.000238752,4.35E-05,0.001049061,4.53E-06,7.38E-06,4.95E-06,0.000133122,7.40E-05,0.001353031,2.24E-05,0.000148993,1.57E-05,7.43E-05,3.44E-05,3.45E-05,2.92E-07,6.78E-06,0.999350011,0.00018016,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",2.32E-08,0.07102035,0.107065775,9.49E-08,3.85E-07,1.95E-11,2.20E-07,3.63E-09,5.11E-09,4.10E-10,4.15E-07,1.17E-15,8.66E-09,1.72E-10,2.98E-07,4.88E-09,6.22E-09,5.94E-07,9.64E-12,1.86E-07,1.38E-12,1.38E-09,3.98E-11,2.05E-08,"atypical, fibroadenoma, na"
"breast cancer, na, na",7.80E-07,7.09E-08,2.20E-05,1.66E-07,5.82E-05,1.85E-05,8.69E-05,0.000790413,1.05E-06,5.06E-06,7.23E-07,1.55E-05,4.68E-07,0.000314926,1.16E-07,4.11E-05,0.001469522,7.98E-05,0.004609051,0.000108111,5.57E-06,2.61E-05,0.99837184,4.71E-05,"breast cancer, na, na"
"breast cancer, in situ, ductal",5.77E-11,6.81E-06,2.25E-08,2.51E-07,3.26E-08,3.17E-08,6.99E-10,1.21E-09,5.23E-12,1.64E-11,7.77E-09,3.62E-11,1.16E-12,0.933939457,2.02E-08,6.04E-07,6.26E-07,3.72E-09,9.93E-08,1.21E-08,1.58E-11,5.29E-13,2.71E-11,2.58E-08,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",1.31E-08,4.01E-08,3.25E-08,1.96E-07,1.34E-05,1.22E-06,1.08E-06,5.86E-06,1.76E-06,1.68E-06,1.34E-05,1.30E-06,1.48E-08,0.997359872,7.31E-05,0.000353379,0.005263197,8.39E-09,2.64E-09,8.02E-06,2.09E-06,1.25E-08,7.65E-11,4.10E-05,"breast cancer, in situ, ductal"
"benign, cyst, na",3.07E-09,1.49E-06,2.40E-06,1.58E-06,3.31E-06,4.29E-05,0.99998045,5.41E-05,4.81E-06,1.33E-06,4.37E-06,1.31E-06,1.01E-05,1.40E-06,2.42E-07,3.60E-07,1.16E-05,2.96E-05,3.06E-06,6.52E-06,8.83E-07,3.85E-07,1.83E-07,5.20E-06,"benign, cyst, na"
"benign, usual ductal hyperplasia, na",0.000223805,2.44E-06,0.004127231,5.24E-06,1.43E-05,1.72E-06,1.69E-06,3.66E-05,1.01E-05,5.42E-07,8.52E-07,9.05E-05,0.999904215,4.80E-07,1.09E-06,8.28E-07,3.93E-06,0.000135172,2.81E-07,2.39E-05,1.41E-06,4.55E-07,9.05E-06,8.47E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.81E-08,3.03E-08,6.34E-08,1.12E-07,7.64E-06,1.45E-07,3.99E-08,1.94E-05,1.02E-07,1.61E-07,4.65E-08,1.06E-06,1.46E-08,3.94E-09,1.24E-09,7.53E-06,0.99999851,2.04E-06,9.80E-05,3.49E-06,1.11E-08,3.23E-07,2.21E-08,9.40E-07,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.000108201,8.43E-10,9.92E-10,6.99E-09,2.04E-06,3.05E-09,9.56E-10,3.86E-08,4.20E-09,2.70E-08,1.44E-07,1.29E-09,8.19E-09,0.999999762,3.62E-06,1.10E-05,2.18E-10,4.62E-12,9.51E-07,4.76E-07,1.58E-09,3.65E-12,1.62E-08,4.47E-07,"breast cancer, in situ, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",2.15E-08,2.58E-06,0.00033254,3.49E-05,3.24E-07,7.77E-08,1.32E-06,2.09E-06,9.39E-06,0.831523776,0.000100536,1.70E-07,6.00E-09,5.27E-07,8.57E-05,5.87E-06,2.83E-06,3.05E-07,4.14E-08,3.98E-06,3.18E-08,6.26E-07,7.13E-05,1.65E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
