Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"atypical, atypical lobular hyperplasia, na",0.000691086,0.907671988,2.61E-07,1.05E-06,4.12E-05,0.001598339,8.55E-08,1.11E-05,2.62E-08,3.12E-06,0.019088309,1.80E-08,1.32E-09,3.65E-06,2.18E-05,2.84E-06,2.02E-06,0.000166387,1.82E-06,8.55E-05,3.16E-09,6.51E-06,1.01E-05,7.31E-06,"atypical, atypical lobular hyperplasia, na"
"atypical, fibroadenoma, na",9.38E-06,2.47E-05,0.508805394,4.13E-06,4.66E-07,0.019301388,3.86E-06,2.88E-06,2.34E-07,5.47E-07,3.31E-06,0.000147356,0.013251764,3.92E-07,3.21E-07,1.28E-06,3.92E-07,0.000198238,9.63E-08,7.07E-06,5.10E-08,1.16E-07,1.01E-05,4.50E-06,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",6.93E-06,3.19E-07,0.999408484,4.20E-07,1.89E-05,3.14E-08,2.18E-08,8.54E-07,5.67E-08,2.79E-07,2.50E-06,8.42E-08,0.001016724,0.002985447,3.61E-06,8.91E-07,1.05E-07,4.54E-06,8.02E-06,2.46E-06,2.02E-07,1.56E-07,2.22E-07,2.87E-06,"atypical, fibroadenoma, na"
"benign, sclerosing adenosis, na",1.94E-06,4.11E-06,0.000112502,7.70E-05,7.84E-08,3.38E-06,9.13E-07,7.32E-05,0.000100685,2.35E-05,3.82E-06,0.999894381,1.21E-05,1.88E-05,6.20E-06,1.83E-06,0.000223239,5.25E-06,2.61E-06,5.33E-06,1.17E-07,1.02E-06,2.39E-05,1.32E-06,"benign, sclerosing adenosis, na"
"breast cancer, invasive, ductal",2.46E-10,1.96E-12,5.53E-10,1.56E-10,8.67E-08,1.72E-10,3.21E-08,5.33E-08,3.30E-10,5.73E-08,3.96E-10,1.79E-11,4.79E-11,1.63E-05,2.14E-10,8.99E-07,0.99996537,8.22E-10,7.21E-08,1.19E-07,2.72E-06,2.76E-09,1.79E-10,2.51E-07,"breast cancer, invasive, ductal"
"benign, cyst, na",9.65E-07,3.22E-06,1.40E-05,4.97E-06,8.58E-06,7.61E-05,0.999860704,5.78E-05,3.99E-05,5.94E-06,4.18E-05,1.08E-05,1.32E-05,9.04E-06,3.47E-06,1.97E-05,8.75E-06,3.50E-05,2.48E-06,4.59E-06,1.10E-05,1.31E-05,1.61E-05,2.46E-05,"benign, cyst, na"
"breast cancer, invasive, ductal",2.60E-10,1.75E-12,2.00E-09,1.85E-10,3.38E-07,1.45E-10,1.68E-08,1.18E-07,8.64E-10,7.13E-08,7.45E-10,2.22E-11,1.48E-10,2.22E-06,2.32E-10,1.61E-06,0.999997139,9.85E-09,6.73E-08,1.72E-07,3.85E-06,3.91E-09,4.94E-10,5.09E-07,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",6.27E-07,1.28E-05,0.000204083,4.28E-06,4.05E-05,0.948327005,1.09E-07,7.52E-06,3.99E-05,4.03E-06,9.28E-05,2.59E-05,0.036464814,3.48E-05,0.000154611,1.38E-06,1.24E-05,8.06E-06,6.99E-07,1.35E-05,1.63E-07,2.57E-07,2.79E-08,7.35E-06,"benign, apocrine metaplasia, na"
"atypical, atypical lobular hyperplasia, na",1.19E-05,0.187921882,2.92E-07,4.53E-08,1.73E-07,6.24E-09,1.01E-06,1.23E-05,0.011338335,1.80E-06,5.71E-06,0.000455971,9.08E-10,9.39E-08,3.49E-06,3.05E-07,0.000150885,2.32E-05,7.31E-08,1.85E-06,3.02E-08,3.09E-06,7.52E-07,2.20E-07,"atypical, atypical lobular hyperplasia, na"
"benign, usual ductal hyperplasia, na",0.000189001,1.41E-08,4.92E-09,4.64E-06,1.51E-06,2.07E-07,2.68E-06,3.14E-07,1.82E-07,9.21E-07,5.16E-07,1.26E-05,0.965218425,0.001542834,1.10E-06,3.01E-07,9.68E-07,6.48E-08,6.06E-09,4.35E-07,3.72E-08,3.99E-08,5.66E-05,5.61E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.82E-09,1.82E-08,1.28E-07,2.73E-05,6.74E-08,1.20E-10,7.94E-07,3.22E-07,2.95E-08,0.010452421,2.21E-08,9.50E-05,1.28E-10,5.93E-06,0.000173551,2.25E-06,0.003209388,2.69E-08,6.42E-09,4.48E-07,3.86E-09,6.43E-07,0.051724575,1.35E-06,"breast cancer, na, na"
"breast cancer, na, na",5.71E-08,4.84E-07,9.17E-07,7.66E-07,8.26E-07,2.50E-06,2.39E-06,9.85E-05,1.37E-07,1.04E-06,9.74E-08,1.66E-06,1.31E-07,4.45E-07,6.30E-08,1.57E-06,3.92E-07,2.32E-06,8.30E-07,1.52E-06,3.47E-07,1.44E-06,0.999998331,1.56E-06,"breast cancer, na, na"
"breast cancer, na, ductal",8.99E-07,5.66E-08,1.31E-07,2.65E-07,7.15E-06,5.43E-07,3.08E-05,0.00016268,1.64E-06,5.88E-06,2.72E-07,6.13E-08,9.90E-08,0.000598631,1.24E-08,4.31E-06,3.18E-06,2.26E-08,2.57E-07,6.92E-06,0.374243826,0.010057565,0.017805202,1.42E-06,"breast cancer, na, ductal"
"breast cancer, invasive, ductal",1.80E-07,2.89E-11,2.83E-11,5.71E-09,4.59E-07,4.29E-11,5.61E-09,3.43E-08,5.36E-10,2.24E-07,1.17E-09,3.87E-11,1.06E-10,7.67E-08,8.42E-10,1.89E-06,0.999989033,5.89E-08,3.43E-06,1.41E-07,5.28E-07,4.37E-09,1.90E-09,5.92E-07,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",1.38E-06,0.637909889,0.011931928,4.32E-07,1.56E-05,1.91E-06,0.00372831,2.09E-06,1.87E-06,1.10E-08,0.000581674,2.04E-07,2.25E-07,6.08E-07,2.81E-05,7.32E-07,2.79E-06,0.001393674,6.64E-07,1.61E-05,5.78E-09,1.67E-05,1.03E-07,1.70E-06,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",2.08E-08,8.88E-12,1.50E-08,5.78E-09,8.88E-08,2.50E-11,4.57E-10,4.67E-09,7.41E-09,1.28E-08,5.09E-09,2.17E-07,1.82E-11,1.97E-05,6.03E-08,7.92E-07,0.999918699,1.24E-07,8.62E-07,3.56E-07,4.05E-10,2.26E-09,9.78E-13,2.98E-08,"breast cancer, invasive, ductal"
"benign, cyst, na",1.42E-06,1.08E-06,7.16E-05,4.23E-06,6.40E-06,0.004480323,0.999303639,1.68E-05,5.86E-05,2.02E-06,3.22E-05,3.24E-06,8.07E-07,7.48E-06,7.89E-06,1.03E-05,2.18E-06,7.49E-06,1.13E-06,1.12E-05,3.13E-05,9.23E-06,2.28E-07,1.40E-05,"benign, cyst, na"
"breast cancer, invasive, ductal",7.11E-08,4.01E-10,1.76E-09,1.04E-06,8.56E-06,3.55E-10,1.70E-07,1.59E-06,1.27E-08,9.31E-09,2.89E-07,1.18E-07,0.000146618,2.71E-05,2.06E-07,3.09E-06,0.999976754,9.17E-07,4.91E-05,4.59E-07,5.37E-07,1.35E-08,8.05E-10,3.05E-06,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",3.95E-06,4.40E-06,0.999987125,1.78E-06,7.09E-06,6.04E-06,5.74E-06,4.36E-05,1.33E-05,1.68E-06,5.72E-06,4.75E-05,1.83E-06,2.36E-05,8.25E-06,1.04E-06,6.85E-07,8.13E-05,2.65E-07,9.17E-07,5.41E-06,1.05E-05,5.44E-06,9.09E-06,"atypical, fibroadenoma, na"
"benign, pseudoangiomatous stromal hyperplasia, na",4.41E-06,5.04E-06,6.92E-05,7.53E-05,2.89E-06,2.40E-06,3.65E-06,6.71E-06,2.95E-05,0.998086333,3.10E-05,3.92E-05,1.63E-05,3.56E-07,0.000406915,1.14E-05,2.50E-05,2.00E-07,8.10E-06,1.19E-05,1.95E-06,3.75E-06,6.71E-06,4.55E-05,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, invasive, ductal",1.79E-09,4.46E-11,1.87E-10,1.00E-08,5.99E-08,1.74E-09,2.96E-07,5.75E-08,7.65E-09,1.20E-09,1.28E-09,2.64E-10,1.90E-13,0.99527818,2.21E-08,7.75E-07,0.000102284,5.34E-10,4.59E-09,8.26E-08,1.52E-06,1.35E-08,4.01E-08,1.77E-07,"breast cancer, in situ, ductal"
"benign, cyst, na",1.74E-08,2.78E-07,0.000427827,4.67E-06,0.000199101,1.73E-07,0.848978221,1.87E-06,0.001707433,1.45E-06,4.30E-05,5.16E-08,0.006158661,6.57E-08,1.88E-05,6.21E-07,3.00E-07,9.39E-06,7.30E-07,5.49E-07,7.11E-06,5.47E-06,1.89E-07,7.34E-06,"benign, cyst, na"
"atypical, atypical lobular hyperplasia, na",9.97E-05,0.999076486,7.68E-05,3.36E-06,7.34E-05,2.14E-05,2.61E-05,0.000341341,5.56E-06,6.83E-06,5.30E-05,7.09E-05,8.94E-07,1.52E-06,0.000283894,1.93E-05,0.000526636,0.008826233,6.20E-06,0.000210522,8.28E-07,0.000211642,0.000502044,1.33E-05,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",1.88E-06,2.43E-06,2.83E-07,7.60E-05,6.56E-05,0.99974364,5.71E-07,8.97E-06,4.53E-06,6.43E-07,2.89E-06,7.54E-07,5.63E-06,2.87E-05,4.20E-07,1.52E-06,9.98E-07,2.52E-07,3.95E-07,6.39E-06,0.000231885,4.75E-07,2.13E-06,7.70E-06,"benign, apocrine metaplasia, na"
"breast cancer, na, na",1.58E-06,8.82E-06,2.45E-08,1.83E-05,1.98E-06,3.95E-05,0.000296155,0.000106657,3.37E-07,1.90E-05,5.73E-08,8.83E-06,1.12E-07,9.29E-07,4.67E-08,1.20E-06,1.61E-08,1.58E-07,1.17E-07,2.60E-06,5.45E-06,0.000232123,0.999813974,1.17E-06,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",0.122425631,0.241981491,3.10E-09,1.65E-05,1.47E-05,8.78E-10,2.27E-07,3.33E-08,3.36E-08,3.00E-05,1.29E-06,3.06E-10,1.37E-05,3.55E-05,1.77E-05,1.83E-06,5.69E-06,3.07E-07,5.78E-07,1.83E-06,1.78E-07,5.37E-07,4.74E-08,2.01E-06,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",8.19E-05,3.34E-05,2.74E-05,0.000180982,1.39E-05,9.60E-07,7.36E-06,2.92E-05,1.14E-05,0.999123335,0.000114339,7.72E-06,3.10E-06,1.31E-06,0.000149109,1.66E-05,5.46E-05,1.58E-07,7.40E-06,2.46E-05,1.34E-06,5.78E-06,1.07E-05,5.37E-05,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, in situ, ductal",1.14E-05,3.77E-10,1.66E-09,8.45E-09,3.86E-07,2.22E-05,7.62E-09,1.13E-07,2.50E-06,1.89E-09,3.31E-09,5.91E-09,2.00E-11,0.999888599,1.01E-06,7.95E-07,6.06E-08,5.90E-10,4.47E-08,7.97E-07,2.76E-09,5.16E-08,6.47E-07,7.61E-08,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.58E-10,7.10E-12,2.91E-10,3.30E-10,6.48E-08,1.55E-09,2.25E-09,1.57E-08,7.19E-11,5.88E-08,8.49E-10,7.32E-11,5.84E-11,6.10E-06,9.64E-11,7.85E-07,0.999988079,4.89E-10,6.58E-06,1.53E-07,4.57E-07,4.60E-10,3.04E-10,3.49E-08,"breast cancer, invasive, ductal"
"breast cancer, in situ, lobular",6.24E-05,0.079534441,3.06E-09,6.28E-07,6.19E-07,2.10E-05,2.47E-09,5.83E-08,2.33E-09,2.26E-07,2.03E-07,5.24E-06,8.31E-05,3.57E-07,0.002236996,9.76E-07,2.99E-05,0.00026737,7.04E-06,2.58E-05,3.83E-09,1.69E-06,3.60E-09,1.38E-06,"atypical, atypical lobular hyperplasia, na"
"benign, cyst, na",2.63E-08,2.45E-07,3.96E-05,5.06E-07,3.95E-05,0.000113152,0.00188283,4.58E-06,0.015772959,1.97E-07,4.42E-05,7.16E-08,0.522306442,2.60E-05,6.46E-06,2.23E-07,2.67E-07,7.73E-07,4.96E-08,6.04E-07,1.35E-06,8.36E-08,4.45E-08,2.94E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",4.38E-09,1.43E-09,2.14E-05,5.48E-09,1.59E-06,1.45E-10,2.25E-09,5.11E-07,1.37E-07,3.40E-06,1.62E-07,4.73E-09,2.55E-11,9.46E-11,1.42E-08,5.63E-07,0.999940753,2.80E-07,6.69E-06,1.26E-06,1.06E-06,1.49E-08,1.44E-07,2.20E-07,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",2.63E-06,3.07E-06,0.999994636,1.67E-07,6.30E-06,4.68E-07,1.25E-06,5.28E-05,9.57E-07,6.70E-07,2.98E-06,1.65E-06,2.15E-07,4.16E-06,1.60E-06,4.44E-07,2.12E-06,9.53E-06,7.19E-08,5.29E-07,1.14E-06,2.78E-06,1.68E-06,3.44E-06,"atypical, fibroadenoma, na"
"breast cancer, in situ, ductal",2.01E-07,8.07E-10,1.79E-07,1.68E-07,3.95E-06,6.32E-06,1.23E-06,3.20E-06,9.39E-08,9.28E-09,2.03E-07,8.16E-07,1.95E-07,0.999999642,3.86E-07,5.44E-06,2.69E-05,3.21E-08,8.97E-08,2.61E-06,7.16E-08,8.05E-08,7.28E-08,1.60E-06,"breast cancer, in situ, ductal"
"breast cancer, na, na",2.02E-07,2.67E-06,2.36E-05,2.93E-06,1.62E-06,2.46E-05,4.73E-06,2.46E-05,3.75E-06,5.06E-06,2.93E-07,1.30E-05,1.82E-06,5.03E-08,3.72E-05,8.76E-06,3.34E-06,1.03E-05,3.67E-06,4.62E-06,7.24E-07,1.88E-05,0.999855697,7.25E-06,"breast cancer, na, na"
"benign, sclerosing adenosis, na",4.67E-05,3.48E-05,4.10E-05,6.91E-07,1.70E-06,1.04E-06,7.65E-08,2.50E-06,5.44E-08,1.95E-06,2.17E-06,0.000189855,0.999446392,1.60E-07,6.04E-07,3.99E-07,0.00021477,1.63E-05,8.37E-07,4.05E-06,1.15E-06,7.85E-08,2.77E-08,2.06E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",2.52E-07,1.19E-08,1.48E-12,0.000172519,9.13E-07,1.16E-05,9.11E-08,3.89E-08,1.77E-09,1.96E-09,4.93E-08,1.50E-10,6.82E-11,0.874380648,6.32E-06,9.29E-07,4.00E-06,5.43E-09,2.95E-09,1.02E-06,6.89E-08,4.17E-08,1.17E-08,1.67E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",3.63E-08,1.93E-09,5.53E-08,8.79E-09,1.51E-06,1.31E-08,2.46E-07,1.87E-06,4.78E-08,2.35E-06,6.45E-08,1.36E-08,9.86E-09,1.47E-09,1.07E-09,4.22E-06,0.999976337,5.46E-07,4.73E-05,1.13E-06,0.000559366,5.33E-08,6.97E-08,1.77E-06,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",2.24E-06,9.91E-06,0.99682492,1.56E-06,4.33E-07,3.39E-09,5.94E-08,1.16E-07,0.000249788,4.30E-07,4.23E-07,1.95E-06,9.38E-08,5.01E-09,2.60E-07,1.27E-07,9.71E-06,2.37E-06,2.54E-07,1.78E-06,5.86E-07,3.35E-07,1.76E-06,1.95E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",1.78E-07,4.75E-09,2.23E-07,8.18E-09,4.40E-06,5.67E-08,4.56E-07,1.16E-05,1.27E-07,3.85E-06,2.64E-07,2.48E-08,3.76E-08,9.05E-09,1.40E-09,8.70E-06,0.999993205,8.31E-06,0.00010598,2.08E-06,6.10E-05,9.44E-08,5.48E-09,4.11E-06,"breast cancer, invasive, ductal"
"breast cancer, na, na",5.71E-08,4.84E-07,9.17E-07,7.66E-07,8.26E-07,2.50E-06,2.39E-06,9.85E-05,1.37E-07,1.04E-06,9.74E-08,1.66E-06,1.31E-07,4.45E-07,6.30E-08,1.57E-06,3.92E-07,2.32E-06,8.30E-07,1.52E-06,3.47E-07,1.44E-06,0.999998331,1.56E-06,"breast cancer, na, na"
"benign, usual ductal hyperplasia, na",2.01E-05,2.60E-07,2.48E-05,6.96E-06,4.66E-06,1.81E-06,4.45E-07,1.83E-06,2.67E-06,3.76E-05,8.58E-06,1.05E-05,0.999737322,4.05E-06,5.59E-06,6.85E-07,2.57E-05,3.31E-06,6.25E-07,1.78E-06,2.12E-07,4.08E-08,6.71E-08,1.14E-05,"benign, usual ductal hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.97870779,2.50E-07,1.09E-06,9.64E-07,1.43E-06,1.86E-07,7.68E-08,1.58E-06,3.05E-06,4.63E-07,4.33E-07,5.23E-08,1.15E-08,0.01146553,9.07E-08,6.70E-07,1.16E-09,1.88E-08,1.62E-05,1.22E-06,4.22E-09,4.10E-07,0.061077703,1.79E-06,"atypical, atypical ductal hyperplasia, na"
"benign, usual ductal hyperplasia, na",0.010856759,1.60E-05,1.56E-06,1.47E-06,1.49E-06,2.23E-07,2.21E-07,3.76E-06,3.88E-07,0.001395397,1.17E-05,0.000165739,0.981831908,5.28E-06,1.26E-05,3.84E-06,0.002272225,1.96E-08,9.77E-08,7.02E-07,1.22E-05,2.16E-07,1.19E-07,5.61E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",4.35E-08,2.99E-10,1.68E-08,1.23E-07,4.56E-06,7.03E-08,4.87E-06,1.07E-06,9.90E-09,1.59E-08,1.10E-07,4.14E-09,8.29E-09,0.999999881,3.48E-06,7.73E-06,1.77E-07,9.60E-08,5.86E-08,2.77E-06,6.18E-09,1.59E-07,1.44E-06,1.22E-06,"breast cancer, in situ, ductal"
"breast cancer, in situ, lobular",0.000144083,0.002029741,1.08E-08,0.934829414,2.51E-05,9.41E-08,5.93E-06,1.73E-07,1.34E-07,9.53E-05,6.06E-06,1.00E-05,2.52E-09,6.59E-07,0.004893828,3.59E-05,5.82E-05,9.14E-06,2.65E-05,2.52E-05,2.02E-08,1.01E-05,1.22E-05,1.52E-06,"atypical, flat epithelial atypia, na"
"benign, usual ductal hyperplasia, na",0.003158568,2.55E-05,0.00029884,2.08E-06,2.89E-05,1.18E-06,1.82E-07,7.54E-06,1.85E-06,8.20E-07,2.99E-06,7.22E-07,0.999856532,3.68E-06,1.37E-06,5.96E-07,5.15E-06,2.01E-05,2.49E-07,1.45E-06,5.33E-06,6.72E-08,2.80E-07,1.40E-05,"benign, usual ductal hyperplasia, na"
"breast cancer, na, ductal",2.71E-06,5.65E-07,5.82E-06,1.48E-06,6.00E-05,2.41E-05,7.79E-05,0.000520147,2.36E-05,8.08E-06,5.45E-06,4.97E-06,7.22E-06,0.000109261,7.11E-07,5.58E-05,0.000263772,1.78E-05,6.78E-05,2.90E-05,0.997329473,6.97E-05,0.001422022,1.93E-05,"breast cancer, na, ductal"
"breast cancer, na, na",5.71E-08,4.84E-07,9.17E-07,7.66E-07,8.26E-07,2.50E-06,2.39E-06,9.85E-05,1.37E-07,1.04E-06,9.74E-08,1.66E-06,1.31E-07,4.45E-07,6.30E-08,1.57E-06,3.92E-07,2.32E-06,8.30E-07,1.52E-06,3.47E-07,1.44E-06,0.999998331,1.56E-06,"breast cancer, na, na"
"breast cancer, in situ, ductal",3.24E-07,7.55E-12,1.83E-08,8.04E-09,3.47E-06,6.07E-08,9.26E-07,9.07E-07,2.27E-06,1.68E-08,3.85E-07,1.72E-08,1.36E-05,0.999995172,6.34E-05,1.93E-06,3.24E-09,1.70E-08,4.34E-06,1.79E-06,1.99E-08,8.90E-08,1.85E-07,1.07E-06,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",2.46E-07,1.49E-09,1.27E-07,3.07E-09,2.16E-06,8.09E-09,3.31E-08,1.59E-06,1.51E-06,5.76E-07,7.43E-08,2.95E-09,3.82E-09,2.83E-09,3.22E-09,1.04E-05,0.999999344,2.69E-06,0.000237866,4.13E-06,3.56E-07,4.13E-08,1.82E-09,2.40E-06,"breast cancer, invasive, ductal"
"breast cancer, na, na",1.84E-06,2.35E-07,1.39E-06,1.81E-06,2.60E-06,1.07E-06,3.71E-06,0.000385741,6.63E-07,7.29E-06,9.95E-08,2.62E-07,1.10E-07,6.21E-06,1.87E-08,3.70E-06,8.60E-07,4.70E-07,3.96E-07,5.30E-06,3.17E-07,0.001531538,0.999685824,3.29E-06,"breast cancer, na, na"
"breast cancer, na, na",5.71E-08,4.84E-07,9.17E-07,7.66E-07,8.26E-07,2.50E-06,2.39E-06,9.85E-05,1.37E-07,1.04E-06,9.74E-08,1.66E-06,1.31E-07,4.45E-07,6.30E-08,1.57E-06,3.92E-07,2.32E-06,8.30E-07,1.52E-06,3.47E-07,1.44E-06,0.999998331,1.56E-06,"breast cancer, na, na"
"breast cancer, invasive, ductal",9.91E-09,5.05E-10,9.97E-08,5.13E-09,1.43E-06,6.53E-09,1.46E-07,2.10E-06,4.89E-08,1.14E-06,5.59E-08,1.91E-09,2.10E-08,1.78E-10,3.08E-10,2.92E-06,0.999998212,3.39E-05,1.28E-05,8.37E-07,2.72E-06,3.41E-08,2.14E-08,2.29E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.00790153,9.31E-10,2.44E-07,2.29E-07,6.54E-05,4.28E-08,5.57E-06,0.011898005,1.20E-06,2.19E-06,0.000196976,6.45E-07,2.08E-06,0.971368432,1.04E-08,2.35E-05,0.000143199,1.82E-06,3.15E-05,4.79E-06,2.66E-06,1.79E-07,3.40E-06,4.15E-06,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",4.30E-09,3.20E-11,2.84E-10,4.05E-10,5.56E-09,1.48E-08,3.25E-10,1.04E-09,3.41E-09,2.37E-10,4.19E-10,2.52E-10,1.85E-12,0.002033638,1.43E-10,1.03E-07,0.93718493,1.15E-10,1.99E-08,1.05E-08,1.46E-08,5.92E-11,2.75E-13,5.50E-09,"breast cancer, invasive, ductal"
"benign, usual ductal hyperplasia, na",0.000229559,6.43E-07,8.83E-05,2.65E-07,3.29E-05,0.004442328,4.32E-07,0.003085103,2.08E-06,4.52E-06,1.31E-05,5.12E-07,0.959772468,2.06E-05,7.88E-08,3.81E-07,7.70E-05,1.73E-06,1.10E-06,1.75E-06,5.45E-06,2.15E-08,1.52E-08,2.62E-06,"benign, usual ductal hyperplasia, na"
"benign, cyst, na",2.21E-07,4.31E-07,1.05E-06,8.48E-07,1.76E-06,1.23E-06,0.999965608,7.21E-05,2.89E-05,2.91E-06,2.49E-05,4.49E-07,3.81E-07,8.13E-06,5.74E-07,4.49E-06,5.84E-07,5.17E-06,3.49E-07,1.36E-06,3.23E-06,5.94E-06,4.31E-06,3.50E-06,"benign, cyst, na"
"atypical, flat epithelial atypia, na",0.998910367,0.00049805,3.06E-05,0.001806546,1.21E-05,1.23E-05,2.26E-06,1.42E-05,3.23E-05,5.62E-07,9.38E-06,0.000260104,8.32E-07,9.01E-05,2.46E-06,1.18E-05,2.17E-06,2.34E-06,1.54E-05,8.96E-06,3.83E-07,6.20E-06,2.43E-05,7.13E-06,"atypical, atypical ductal hyperplasia, na"
"breast cancer, na, na",2.31E-06,1.84E-05,6.32E-07,4.30E-06,1.14E-05,1.92E-05,2.80E-05,0.000744122,4.67E-07,1.26E-06,6.88E-07,4.39E-05,1.96E-07,0.000726431,3.55E-06,3.17E-05,6.22E-05,2.05E-05,1.09E-05,7.67E-06,2.88E-06,1.32E-05,0.999840498,3.13E-05,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",2.96E-08,0.000526134,0.593064666,1.61E-08,1.78E-06,1.11E-09,3.33E-05,1.27E-07,1.94E-07,1.60E-09,2.39E-06,4.13E-10,5.99E-08,9.04E-07,7.71E-07,2.04E-08,2.10E-08,3.42E-06,9.26E-10,2.19E-07,4.78E-09,1.12E-06,2.12E-08,2.26E-07,"atypical, fibroadenoma, na"
"breast cancer, na, na",2.86E-06,4.57E-06,0.000232791,5.32E-07,5.83E-06,6.31E-08,0.000514658,0.000813554,4.60E-06,1.75E-05,3.86E-06,9.70E-06,3.24E-07,0.001034144,1.27E-06,1.48E-05,1.37E-07,7.89E-06,0.003623201,6.08E-06,1.69E-06,1.40E-05,0.999774039,2.66E-05,"breast cancer, na, na"
"breast cancer, in situ, ductal",1.23E-11,7.27E-06,2.00E-07,1.26E-07,4.82E-07,8.50E-06,3.20E-09,6.66E-09,5.53E-11,6.68E-10,1.00E-08,3.28E-09,1.63E-12,0.851741195,1.31E-06,1.16E-06,0.0008791,5.77E-06,1.97E-08,4.51E-07,1.52E-10,2.88E-08,1.54E-10,1.30E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",8.41E-06,2.86E-06,8.13E-07,1.19E-06,3.11E-05,3.71E-05,1.58E-06,4.13E-05,4.12E-06,2.49E-06,4.29E-06,9.70E-06,7.56E-07,0.910096943,0.000330927,0.000630014,0.574795008,3.17E-07,1.82E-09,3.62E-06,0.000131839,2.73E-06,4.23E-09,8.12E-06,"breast cancer, in situ, ductal"
"benign, cyst, na",1.49E-07,7.00E-07,1.52E-06,1.06E-06,2.30E-06,1.31E-05,0.999971926,1.73E-05,1.18E-05,1.17E-06,1.77E-05,1.60E-06,2.91E-06,7.57E-06,1.94E-06,8.14E-06,2.15E-06,1.65E-05,6.42E-07,2.03E-06,4.04E-06,4.91E-06,4.62E-06,7.61E-06,"benign, cyst, na"
"benign, usual ductal hyperplasia, na",0.000275587,1.28E-05,0.000689777,2.57E-05,5.50E-05,1.43E-05,5.98E-06,0.000105972,1.57E-05,8.91E-06,6.77E-06,0.000264649,0.999920249,3.31E-05,2.62E-05,3.86E-06,1.28E-05,0.000147876,8.62E-07,7.54E-06,0.000543196,2.57E-06,3.60E-05,4.23E-05,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",3.29E-08,7.01E-10,2.00E-07,3.61E-08,2.89E-06,7.65E-08,2.36E-08,2.77E-06,7.69E-08,4.83E-07,3.35E-08,1.64E-07,2.21E-09,1.03E-06,1.21E-08,8.28E-06,0.999956131,1.19E-06,2.35E-05,1.83E-06,5.37E-06,4.46E-08,4.41E-06,1.39E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.000136407,7.43E-10,1.18E-09,1.66E-08,1.12E-07,1.76E-06,8.70E-09,2.27E-07,6.25E-09,1.42E-09,6.14E-08,1.75E-07,5.05E-08,0.99998647,3.57E-08,7.40E-07,6.93E-10,2.23E-09,1.95E-06,5.22E-07,2.32E-09,2.22E-09,2.77E-07,2.49E-08,"breast cancer, in situ, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",2.20E-06,1.15E-06,0.000423771,1.87E-05,3.74E-06,1.70E-06,3.06E-06,3.39E-06,9.30E-05,0.853485346,3.99E-05,1.17E-06,5.59E-08,3.79E-07,0.000334929,2.04E-05,1.53E-05,7.03E-07,2.44E-05,2.75E-05,1.82E-07,1.85E-05,8.48E-05,4.89E-05,"benign, pseudoangiomatous stromal hyperplasia, na"
