Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"atypical, atypical lobular hyperplasia, na",0.000573709,0.050992519,8.20E-06,7.39E-08,2.56E-06,0.000189699,4.68E-09,9.71E-08,1.51E-08,8.22E-08,0.019285433,2.33E-07,1.42E-07,2.49E-05,2.26E-05,6.55E-07,1.82E-07,0.000192952,1.72E-07,1.15E-07,1.98E-08,3.93E-06,5.38E-07,3.88E-06,"atypical, atypical lobular hyperplasia, na"
"atypical, fibroadenoma, na",8.62E-08,5.89E-07,0.174069867,2.70E-06,7.16E-08,0.010131817,1.77E-07,8.83E-10,3.89E-06,6.55E-07,1.17E-06,0.009182881,0.007207073,4.25E-07,6.05E-09,7.00E-08,4.13E-06,8.15E-06,1.88E-09,3.25E-07,3.15E-08,2.04E-09,8.30E-06,1.39E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",3.16E-05,3.15E-06,0.999156892,8.75E-07,0.000115318,7.31E-08,1.17E-08,6.05E-07,5.44E-06,5.50E-07,9.47E-05,4.72E-08,0.027989795,0.006677382,5.62E-07,2.75E-05,6.10E-07,3.20E-05,7.76E-05,0.000571257,2.15E-09,1.00E-05,1.62E-07,1.75E-05,"atypical, fibroadenoma, na"
"benign, sclerosing adenosis, na",3.90E-07,4.05E-07,9.80E-08,2.00E-05,5.92E-06,2.40E-07,7.54E-07,4.08E-06,8.17E-06,3.06E-06,8.71E-07,0.999946356,4.12E-07,3.84E-06,7.83E-08,2.16E-06,0.000478655,2.66E-06,8.37E-08,4.64E-08,1.55E-08,5.21E-07,7.48E-06,1.18E-07,"benign, sclerosing adenosis, na"
"breast cancer, invasive, ductal",3.20E-10,9.92E-14,2.59E-13,8.28E-12,7.54E-09,4.15E-13,2.16E-08,1.18E-10,1.55E-11,2.37E-11,1.76E-10,6.67E-13,2.44E-14,2.91E-06,4.87E-14,2.56E-08,0.999998033,4.54E-10,7.96E-08,1.05E-08,7.13E-06,9.85E-10,1.07E-11,5.45E-08,"breast cancer, invasive, ductal"
"benign, cyst, na",7.13E-08,5.78E-07,2.95E-06,5.33E-06,1.11E-06,8.20E-05,0.999992907,3.16E-06,6.67E-05,5.68E-07,2.64E-05,5.99E-06,1.75E-06,7.53E-07,1.42E-06,5.99E-06,4.58E-06,5.69E-06,1.01E-06,3.72E-06,3.99E-06,1.12E-05,3.30E-08,2.27E-06,"benign, cyst, na"
"breast cancer, invasive, ductal",3.50E-10,7.27E-14,2.31E-13,4.71E-11,1.38E-08,6.87E-13,4.86E-09,3.62E-10,5.25E-11,2.38E-10,1.02E-10,2.96E-12,4.25E-14,8.21E-07,1.05E-13,8.69E-08,0.99999994,3.85E-10,1.09E-07,4.89E-08,1.57E-05,3.72E-09,5.76E-11,7.00E-08,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",1.34E-06,8.50E-06,1.86E-05,5.68E-08,1.87E-06,0.965298474,1.11E-07,9.98E-09,5.09E-05,1.13E-07,0.000315841,4.96E-06,0.057863541,1.00E-06,5.30E-05,3.55E-07,8.05E-09,5.35E-06,6.16E-06,2.09E-06,1.32E-10,1.00E-07,4.76E-09,5.10E-06,"benign, apocrine metaplasia, na"
"atypical, atypical lobular hyperplasia, na",2.18E-05,0.383554101,1.75E-08,1.71E-09,7.41E-06,7.07E-11,2.84E-07,6.91E-06,0.000721381,2.37E-08,4.35E-07,0.005070803,9.52E-10,1.23E-08,3.25E-07,1.01E-07,7.15E-06,3.40E-06,9.20E-08,4.26E-07,2.60E-11,2.63E-06,1.45E-05,5.60E-08,"atypical, atypical lobular hyperplasia, na"
"benign, usual ductal hyperplasia, na",0.000293546,1.34E-10,4.36E-07,9.19E-09,5.08E-07,4.53E-07,2.15E-07,3.82E-09,5.08E-09,6.26E-10,4.18E-08,4.78E-05,0.297562838,0.01580259,3.55E-08,1.01E-06,0.000136126,5.09E-09,2.64E-09,1.10E-05,7.65E-08,2.83E-09,1.88E-06,4.89E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.27E-09,9.84E-09,2.23E-08,1.54E-07,3.94E-08,1.03E-10,3.12E-07,3.14E-08,7.88E-10,3.58E-05,6.61E-09,5.34E-05,1.22E-12,1.84E-06,4.85E-08,3.03E-07,0.062747985,1.05E-10,1.75E-08,4.68E-10,1.27E-07,1.03E-08,0.248810679,4.82E-09,"breast cancer, na, na"
"breast cancer, na, na",4.28E-08,4.41E-08,3.84E-07,6.25E-08,9.15E-08,1.81E-07,2.45E-07,4.33E-06,1.83E-07,8.72E-08,2.07E-07,6.31E-07,5.90E-09,4.09E-09,1.42E-07,5.65E-07,8.97E-07,8.45E-07,1.00E-07,5.14E-07,6.99E-09,8.73E-07,1,1.04E-07,"breast cancer, na, na"
"breast cancer, na, ductal",2.86E-08,9.31E-09,1.99E-07,4.21E-09,1.12E-06,3.78E-08,4.77E-07,1.15E-05,2.42E-06,3.87E-08,1.38E-06,6.23E-08,6.24E-07,0.001733436,1.07E-08,1.09E-06,1.82E-07,1.99E-09,1.31E-06,1.38E-05,0.818713903,0.018205728,0.10116981,1.78E-06,"breast cancer, na, ductal"
"breast cancer, invasive, ductal",1.06E-07,3.28E-13,9.30E-14,1.04E-10,9.42E-09,2.00E-13,1.29E-09,5.17E-11,9.24E-12,1.76E-10,3.61E-11,1.93E-11,1.48E-14,6.82E-10,4.66E-13,2.01E-08,0.99999994,2.87E-09,1.21E-08,3.12E-08,3.68E-07,6.04E-09,4.86E-09,2.59E-07,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",1.36E-07,0.005482802,0.771437585,2.19E-07,4.43E-07,2.81E-09,0.006647904,6.13E-06,3.77E-08,3.48E-08,0.000212272,5.47E-08,4.61E-06,1.58E-08,5.49E-07,7.76E-08,1.19E-06,7.18E-05,1.22E-06,1.92E-05,8.76E-08,4.05E-06,5.08E-07,8.18E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",2.64E-08,1.85E-14,1.15E-13,1.33E-10,3.29E-09,1.48E-12,5.86E-11,5.26E-12,5.04E-10,5.42E-11,6.86E-11,2.33E-09,8.40E-13,6.73E-05,6.39E-11,1.29E-07,0.999987721,3.73E-09,3.71E-08,1.41E-09,7.55E-09,4.06E-10,2.82E-14,1.81E-08,"breast cancer, invasive, ductal"
"benign, cyst, na",3.43E-07,2.44E-08,9.59E-06,4.27E-06,1.46E-07,0.000337755,0.999992609,1.21E-07,2.69E-05,1.54E-07,1.04E-05,1.87E-06,8.92E-08,1.20E-06,5.65E-07,2.38E-06,3.44E-06,3.93E-07,1.19E-07,7.07E-07,5.62E-06,2.42E-06,1.63E-10,3.80E-06,"benign, cyst, na"
"breast cancer, invasive, ductal",6.66E-08,1.96E-10,1.70E-11,1.76E-10,1.89E-08,1.77E-12,9.75E-09,1.69E-10,1.53E-08,1.02E-09,1.89E-10,5.38E-08,5.80E-05,3.24E-07,3.19E-11,1.02E-07,0.99995333,5.25E-07,0.000101378,5.91E-06,2.25E-07,1.48E-09,5.38E-08,1.05E-06,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",3.07E-05,1.21E-06,0.999999583,1.63E-05,4.77E-07,3.64E-06,4.96E-07,1.41E-06,7.17E-06,1.71E-07,1.17E-06,4.22E-06,5.14E-07,1.76E-05,1.39E-05,6.50E-07,1.11E-07,1.00E-05,7.04E-08,6.68E-07,3.88E-07,2.30E-06,1.35E-08,1.62E-06,"atypical, fibroadenoma, na"
"benign, pseudoangiomatous stromal hyperplasia, na",4.25E-08,8.68E-07,7.62E-06,1.29E-05,1.45E-05,2.78E-07,1.46E-06,2.69E-06,1.43E-05,0.998934984,3.43E-05,1.11E-05,1.11E-06,7.20E-08,9.11E-05,4.35E-06,2.82E-07,1.08E-06,8.36E-07,4.71E-07,2.77E-06,8.09E-07,2.28E-05,3.34E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, invasive, ductal",2.59E-09,1.93E-10,2.58E-10,1.94E-10,2.71E-07,2.08E-11,1.77E-07,4.68E-10,1.43E-10,1.10E-09,6.56E-08,9.11E-09,1.14E-11,0.999521494,4.68E-09,5.05E-07,0.001467799,3.56E-11,2.60E-09,2.43E-08,1.42E-07,8.74E-10,1.25E-07,2.78E-08,"breast cancer, in situ, ductal"
"benign, cyst, na",9.96E-08,9.71E-08,0.000164187,3.75E-07,0.000227861,1.84E-08,0.662148118,4.84E-08,0.000574521,3.48E-07,6.23E-05,9.83E-08,0.619092584,5.98E-06,1.67E-05,3.63E-06,1.24E-05,0.000102461,1.95E-05,2.17E-05,1.29E-06,5.23E-07,5.39E-08,1.46E-05,"benign, cyst, na"
"atypical, atypical lobular hyperplasia, na",1.15E-05,0.999965608,1.43E-05,1.45E-06,1.18E-05,1.33E-06,7.42E-07,0.000105833,2.21E-07,3.30E-07,9.11E-07,1.32E-05,9.75E-08,8.36E-07,0.000450938,3.33E-06,3.01E-05,0.005055086,3.42E-05,2.13E-05,7.62E-08,3.13E-05,0.000461728,5.94E-06,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",7.99E-07,6.26E-08,1.77E-07,0.000514765,9.91E-07,0.999981582,3.04E-08,3.07E-06,9.53E-08,8.96E-06,1.41E-07,9.95E-07,3.71E-07,1.07E-07,1.58E-06,2.47E-06,1.08E-06,2.31E-06,4.71E-07,2.33E-06,3.34E-06,2.07E-07,2.70E-07,2.53E-06,"benign, apocrine metaplasia, na"
"breast cancer, na, na",5.47E-08,4.79E-06,5.77E-07,1.64E-08,2.82E-07,2.12E-06,3.40E-05,1.15E-06,2.16E-06,5.58E-09,1.06E-08,0.0001132,1.03E-12,3.69E-05,3.00E-07,6.73E-07,1.11E-06,4.12E-09,3.42E-08,4.90E-07,3.77E-08,0.000274131,0.999731064,5.91E-07,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",0.010778375,0.873919368,5.46E-08,5.59E-08,1.35E-06,5.36E-12,2.47E-08,1.06E-07,3.47E-08,2.19E-07,1.31E-09,4.12E-10,1.23E-07,3.71E-06,3.14E-07,1.68E-07,1.25E-06,5.04E-07,5.27E-06,9.02E-07,1.50E-07,5.09E-07,1.67E-07,3.10E-07,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",2.21E-06,2.42E-05,3.30E-06,7.86E-05,2.27E-05,2.86E-07,3.48E-07,8.73E-05,4.21E-06,0.999598563,8.26E-05,1.65E-06,1.26E-07,1.32E-07,2.96E-05,5.27E-06,5.58E-07,6.54E-07,3.18E-06,2.26E-07,2.46E-05,1.87E-06,2.90E-06,8.38E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, in situ, ductal",6.18E-09,9.41E-12,2.37E-09,1.71E-09,9.60E-08,1.81E-06,2.62E-08,1.16E-09,9.95E-07,8.38E-12,2.16E-09,7.13E-09,4.09E-12,0.999925375,1.75E-06,1.52E-07,2.52E-08,4.40E-11,3.70E-10,1.61E-07,1.63E-12,7.19E-09,2.00E-05,4.81E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",6.57E-11,2.15E-14,1.94E-12,7.07E-12,1.96E-08,3.74E-12,5.49E-10,1.25E-10,2.60E-11,1.36E-09,1.14E-11,7.55E-11,1.49E-14,1.09E-07,6.95E-14,1.48E-08,0.999991536,1.81E-10,1.94E-05,1.00E-08,9.10E-08,1.78E-10,3.58E-11,1.90E-08,"breast cancer, invasive, ductal"
"breast cancer, in situ, lobular",9.79E-06,0.053976528,2.32E-09,2.05E-09,2.13E-07,2.51E-08,3.29E-09,1.57E-09,1.46E-09,1.84E-09,1.04E-06,3.24E-07,6.65E-06,4.74E-07,0.000135689,2.55E-08,0.000323184,0.00028036,2.04E-08,8.41E-07,1.16E-12,1.31E-07,2.89E-10,2.79E-07,"atypical, atypical lobular hyperplasia, na"
"benign, cyst, na",7.29E-07,7.14E-08,3.14E-08,1.61E-06,2.26E-06,3.13E-05,0.000115214,2.03E-09,0.268333167,1.59E-07,2.49E-05,2.36E-09,0.873601735,6.37E-05,3.55E-06,6.56E-07,6.03E-12,1.69E-06,1.02E-07,1.51E-06,2.47E-08,6.24E-07,3.52E-09,1.35E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.53E-07,2.61E-06,1.02E-05,2.21E-08,1.83E-07,2.03E-09,7.66E-10,8.18E-08,4.35E-07,6.90E-07,2.22E-09,1.69E-07,8.72E-09,8.44E-07,2.26E-09,4.89E-07,0.999976635,1.98E-05,2.22E-05,9.06E-05,5.96E-08,2.42E-06,6.34E-05,2.94E-07,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",6.26E-07,3.24E-06,0.99999994,8.35E-07,8.14E-07,3.01E-08,1.61E-07,5.07E-06,4.96E-07,6.11E-08,3.33E-07,1.14E-07,5.69E-08,5.70E-07,4.80E-08,1.19E-07,5.25E-07,9.52E-07,4.01E-08,7.01E-07,1.67E-07,4.33E-07,3.47E-08,2.65E-07,"atypical, fibroadenoma, na"
"breast cancer, in situ, ductal",1.55E-08,1.45E-10,8.15E-08,3.59E-08,1.60E-06,1.03E-08,1.09E-06,3.23E-09,1.55E-08,1.23E-09,1.02E-07,4.00E-08,7.77E-08,1,4.14E-08,1.86E-06,8.06E-07,4.97E-12,3.56E-10,4.21E-07,2.10E-08,1.37E-09,3.89E-08,7.84E-07,"breast cancer, in situ, ductal"
"breast cancer, na, na",3.01E-07,1.98E-07,1.13E-05,4.08E-07,2.85E-07,3.63E-06,6.31E-07,2.77E-07,8.10E-06,3.38E-07,2.52E-07,1.75E-05,5.22E-08,4.22E-09,3.04E-05,2.13E-06,4.20E-06,8.76E-07,3.65E-06,1.44E-06,5.19E-08,7.56E-06,0.999991119,7.74E-07,"breast cancer, na, na"
"benign, sclerosing adenosis, na",5.31E-06,2.29E-05,1.44E-08,7.92E-07,2.32E-07,2.06E-07,8.70E-08,4.80E-09,5.76E-08,1.88E-06,3.41E-06,0.000325534,0.999344289,1.61E-08,2.42E-09,2.48E-07,8.51E-05,1.40E-06,7.78E-08,8.75E-07,9.54E-09,1.07E-08,1.14E-09,7.58E-08,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",3.04E-07,5.90E-09,2.07E-12,1.84E-05,5.24E-08,8.33E-06,2.09E-11,3.01E-10,5.88E-10,1.38E-09,4.16E-08,2.89E-11,3.66E-14,0.007243845,6.59E-06,8.73E-08,7.22E-07,4.74E-09,1.29E-10,8.58E-08,1.44E-10,7.78E-09,2.33E-06,5.63E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",3.66E-09,2.35E-11,1.97E-10,5.56E-10,2.13E-08,4.02E-09,1.92E-08,2.00E-08,1.38E-09,2.19E-07,1.63E-09,3.38E-09,2.47E-10,2.73E-12,2.84E-12,1.25E-07,0.999982357,8.29E-08,7.39E-06,1.97E-07,8.37E-05,3.08E-08,1.34E-08,1.94E-07,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",1.21E-06,1.68E-05,0.999977231,2.83E-07,7.80E-08,8.28E-08,3.98E-06,3.40E-07,0.000714496,2.69E-07,4.15E-06,1.03E-06,0.000276161,2.18E-08,4.53E-09,7.81E-07,4.20E-05,1.60E-05,1.80E-07,2.01E-07,9.08E-06,2.66E-08,2.69E-07,7.80E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",6.35E-09,4.57E-11,1.07E-09,5.37E-10,6.28E-08,2.69E-09,5.10E-08,1.02E-07,5.66E-09,7.60E-08,3.09E-09,3.93E-09,1.77E-09,1.04E-09,7.83E-12,2.32E-07,0.999999344,3.77E-07,8.30E-06,1.06E-06,0.00011449,8.25E-08,1.93E-10,1.63E-06,"breast cancer, invasive, ductal"
"breast cancer, na, na",4.28E-08,4.41E-08,3.84E-07,6.25E-08,9.15E-08,1.81E-07,2.45E-07,4.33E-06,1.83E-07,8.72E-08,2.07E-07,6.31E-07,5.90E-09,4.09E-09,1.42E-07,5.65E-07,8.97E-07,8.45E-07,1.00E-07,5.14E-07,6.99E-09,8.73E-07,1,1.04E-07,"breast cancer, na, na"
"benign, usual ductal hyperplasia, na",1.41E-05,4.22E-08,2.16E-06,8.00E-07,1.01E-06,9.22E-06,1.67E-10,4.34E-09,3.06E-08,5.19E-07,4.87E-07,2.65E-05,0.999952078,4.94E-06,1.14E-07,2.17E-07,1.35E-06,2.20E-06,3.94E-07,2.80E-06,3.55E-09,5.80E-09,1.87E-07,1.10E-06,"benign, usual ductal hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.950385273,7.82E-08,7.68E-07,5.21E-09,2.50E-06,8.91E-08,2.56E-09,9.38E-08,3.51E-05,1.55E-09,2.20E-07,5.02E-08,2.06E-08,0.393853396,6.51E-06,6.45E-07,2.69E-10,6.16E-10,4.16E-07,3.96E-06,2.86E-08,7.66E-09,0.004729393,2.43E-07,"atypical, atypical ductal hyperplasia, na"
"benign, usual ductal hyperplasia, na",0.109803371,0.000150333,1.38E-05,5.57E-05,1.95E-07,3.50E-08,5.44E-09,8.61E-08,2.35E-08,0.001691766,1.96E-06,3.52E-05,0.566943169,2.08E-07,3.96E-06,2.94E-06,0.000279078,1.71E-07,7.88E-09,1.63E-07,2.61E-06,4.10E-07,1.04E-06,2.86E-05,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.63E-09,4.57E-09,4.09E-08,1.49E-07,1.04E-07,3.81E-08,6.68E-05,1.04E-07,2.96E-08,5.27E-11,2.82E-07,2.73E-08,9.04E-11,0.999999821,9.96E-08,1.97E-06,1.34E-07,3.51E-10,8.04E-10,8.86E-09,5.28E-09,1.98E-08,6.37E-07,1.48E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, lobular",4.97E-06,0.087059304,8.95E-07,0.804824114,1.58E-06,9.86E-10,4.04E-07,1.57E-06,1.86E-09,2.94E-07,4.66E-07,1.04E-08,8.09E-12,3.57E-07,0.001181036,6.37E-07,3.45E-10,5.50E-06,6.54E-10,5.03E-07,1.72E-08,1.97E-05,4.22E-05,1.42E-07,"atypical, flat epithelial atypia, na"
"benign, usual ductal hyperplasia, na",0.24364464,2.37E-05,0.000162919,7.86E-06,1.81E-05,1.31E-07,3.47E-08,4.09E-08,2.01E-07,1.61E-06,8.81E-06,3.33E-07,0.999079347,3.85E-05,7.50E-06,7.99E-06,6.41E-05,7.76E-07,5.22E-07,3.82E-05,4.72E-06,5.52E-07,9.87E-09,9.66E-05,"benign, usual ductal hyperplasia, na"
"breast cancer, na, ductal",2.70E-06,5.09E-08,2.88E-07,1.50E-06,1.33E-05,6.09E-06,1.05E-05,6.18E-05,1.17E-06,4.50E-05,1.11E-06,3.41E-07,2.91E-06,1.27E-06,1.25E-08,1.44E-05,8.21E-05,5.17E-07,4.69E-05,4.76E-06,0.999007106,1.15E-05,0.000318812,4.09E-06,"breast cancer, na, ductal"
"breast cancer, na, na",4.28E-08,4.41E-08,3.84E-07,6.25E-08,9.15E-08,1.81E-07,2.45E-07,4.33E-06,1.83E-07,8.72E-08,2.07E-07,6.31E-07,5.90E-09,4.09E-09,1.42E-07,5.65E-07,8.97E-07,8.45E-07,1.00E-07,5.14E-07,6.99E-09,8.73E-07,1,1.04E-07,"breast cancer, na, na"
"breast cancer, in situ, ductal",6.27E-08,3.38E-14,1.48E-08,1.25E-08,1.03E-07,4.54E-10,2.04E-08,6.01E-10,6.17E-07,5.86E-10,2.72E-08,4.08E-09,0.000741078,0.999989212,1.03E-05,5.76E-06,1.44E-08,1.62E-11,1.94E-09,4.42E-06,8.45E-10,2.25E-08,1.26E-08,1.93E-06,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.26E-11,1.20E-11,9.14E-08,5.04E-12,1.55E-08,1.01E-10,1.68E-08,4.30E-12,1.51E-08,5.25E-10,4.62E-10,1.50E-07,6.57E-14,9.74E-11,1.63E-13,1.20E-08,0.999998808,1.39E-07,3.45E-05,9.59E-09,7.73E-10,5.94E-09,9.41E-11,1.40E-08,"breast cancer, invasive, ductal"
"breast cancer, na, na",3.63E-07,6.77E-08,5.86E-07,2.35E-08,9.83E-08,2.39E-08,3.32E-07,8.66E-06,2.93E-06,3.65E-08,7.21E-07,5.24E-07,4.29E-09,1.50E-05,4.51E-08,9.06E-07,6.44E-07,3.45E-08,4.38E-08,1.03E-05,3.58E-07,0.001789968,0.999985039,3.77E-07,"breast cancer, na, na"
"breast cancer, na, na",4.28E-08,4.41E-08,3.84E-07,6.25E-08,9.15E-08,1.81E-07,2.45E-07,4.33E-06,1.83E-07,8.72E-08,2.07E-07,6.31E-07,5.90E-09,4.09E-09,1.42E-07,5.65E-07,8.97E-07,8.45E-07,1.00E-07,5.14E-07,6.99E-09,8.73E-07,1,1.04E-07,"breast cancer, na, na"
"breast cancer, invasive, ductal",9.29E-10,1.23E-11,2.20E-09,2.83E-10,1.62E-08,1.10E-09,2.07E-08,1.67E-08,6.29E-09,6.30E-08,1.78E-09,1.92E-09,4.58E-10,1.04E-11,6.24E-13,1.04E-07,0.999999881,1.40E-06,6.83E-07,3.30E-07,8.43E-07,2.64E-08,8.91E-10,5.31E-07,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",6.37E-05,7.77E-10,5.70E-07,1.57E-06,5.68E-07,1.68E-08,1.94E-08,0.000250356,1.89E-08,2.00E-06,4.22E-06,3.85E-05,1.27E-06,0.999074221,5.08E-06,2.18E-06,0.000253701,4.18E-08,6.86E-09,4.40E-07,0.000123983,5.28E-07,8.50E-06,1.46E-05,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.53E-09,1.15E-10,3.49E-13,1.45E-09,2.48E-09,5.02E-09,9.10E-11,2.63E-11,8.95E-10,7.78E-09,5.25E-10,1.97E-10,2.73E-14,0.002407155,1.14E-09,2.77E-08,0.394031227,1.63E-12,2.41E-10,4.11E-08,4.66E-07,4.31E-10,2.65E-11,6.42E-08,"breast cancer, invasive, ductal"
"benign, usual ductal hyperplasia, na",0.000257648,9.44E-08,0.000463159,5.94E-07,4.30E-07,0.005320617,8.67E-07,0.000107223,3.40E-05,5.19E-05,7.40E-06,3.73E-06,0.860559583,6.28E-05,3.14E-07,3.26E-07,5.77E-06,1.98E-07,9.13E-08,7.82E-07,1.54E-06,3.38E-09,2.24E-10,4.31E-06,"benign, usual ductal hyperplasia, na"
"benign, cyst, na",6.61E-10,3.22E-08,4.34E-07,2.31E-06,1.43E-07,1.70E-06,0.999996662,1.16E-06,6.03E-06,2.86E-08,4.99E-06,3.75E-08,1.42E-08,2.71E-07,6.14E-08,5.97E-07,1.84E-07,3.35E-07,1.74E-08,2.11E-06,8.70E-07,2.54E-06,1.97E-08,6.09E-07,"benign, cyst, na"
"atypical, flat epithelial atypia, na",0.966760874,0.000845385,6.78E-05,1.18E-05,1.25E-07,1.69E-07,8.28E-09,2.12E-07,7.93E-08,2.30E-09,1.50E-07,4.28E-05,8.38E-09,8.49E-07,5.35E-06,5.84E-07,3.71E-08,1.26E-07,5.86E-07,1.86E-07,4.26E-09,6.43E-08,1.29E-06,2.77E-06,"atypical, atypical ductal hyperplasia, na"
"breast cancer, na, na",2.58E-10,9.51E-08,1.00E-06,2.06E-05,1.27E-05,1.59E-05,7.58E-05,0.000576201,1.77E-08,1.09E-06,3.18E-05,5.44E-05,4.18E-07,0.000277035,2.21E-07,5.79E-07,0.00011103,2.70E-05,1.52E-08,3.08E-06,1.64E-06,1.55E-05,0.999767065,7.99E-06,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",1.07E-09,0.024567544,0.046903729,2.08E-08,9.68E-08,1.09E-09,3.06E-06,3.29E-10,1.11E-07,1.65E-08,3.02E-07,7.48E-11,3.08E-05,2.33E-07,6.03E-07,4.83E-09,4.92E-08,3.05E-06,5.78E-08,4.71E-08,1.97E-10,1.67E-08,5.64E-10,1.20E-08,"atypical, fibroadenoma, na"
"breast cancer, na, na",1.47E-08,1.05E-07,8.83E-05,1.04E-07,7.90E-07,7.29E-08,3.96E-05,3.08E-05,2.46E-07,1.32E-07,1.31E-06,1.38E-06,6.70E-09,1.63E-05,4.08E-08,4.22E-06,9.90E-09,1.41E-06,0.00040955,3.59E-07,7.62E-08,2.38E-06,0.998020887,3.26E-06,"breast cancer, na, na"
"breast cancer, in situ, ductal",2.74E-12,4.22E-06,1.70E-06,1.81E-10,2.07E-08,3.71E-08,1.76E-09,9.13E-11,9.39E-12,2.92E-13,3.75E-10,7.90E-10,6.15E-13,0.926373363,6.63E-09,1.65E-09,0.002994127,1.01E-08,1.09E-10,8.65E-09,9.28E-12,1.14E-09,1.49E-11,7.51E-09,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",1.29E-06,3.46E-06,4.67E-08,6.03E-06,5.01E-06,0.000132054,1.87E-06,4.58E-07,2.00E-08,3.62E-07,2.84E-08,2.09E-05,2.28E-06,0.903693736,8.09E-06,5.16E-05,0.404531509,1.25E-09,3.59E-12,1.11E-05,1.40E-06,1.72E-07,1.31E-10,2.68E-06,"breast cancer, in situ, ductal"
"benign, cyst, na",1.77E-08,1.63E-07,1.39E-06,3.22E-06,5.32E-07,1.66E-05,0.999997973,6.11E-07,1.22E-05,9.64E-08,9.11E-06,1.43E-06,3.01E-07,9.40E-07,2.20E-07,3.00E-06,3.96E-06,2.20E-06,3.78E-07,3.82E-06,4.41E-07,3.53E-06,3.15E-08,1.12E-06,"benign, cyst, na"
"benign, usual ductal hyperplasia, na",0.000436493,1.72E-06,0.001003272,2.89E-05,4.19E-06,1.05E-05,1.74E-07,1.99E-06,4.74E-06,4.19E-06,1.17E-05,0.000222307,0.99996376,3.52E-05,3.97E-06,9.23E-06,2.48E-07,0.000122737,2.65E-06,4.39E-06,7.59E-06,4.08E-07,3.50E-06,4.14E-05,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.43E-10,4.51E-12,4.36E-07,6.23E-09,1.02E-06,2.59E-09,3.39E-07,2.08E-09,9.04E-09,6.38E-06,3.00E-08,1.22E-06,9.41E-10,8.30E-08,1.56E-08,7.18E-07,0.999998271,2.61E-07,1.13E-05,4.75E-07,1.22E-06,4.36E-07,0.000113237,5.33E-07,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",7.15E-06,4.02E-09,5.66E-11,1.13E-07,5.60E-08,1.97E-07,1.52E-08,1.55E-10,3.61E-11,4.09E-10,4.29E-09,3.53E-08,1.78E-08,0.99998939,3.99E-06,2.63E-07,9.15E-11,7.25E-13,1.31E-07,2.19E-08,4.40E-11,8.43E-09,1.91E-08,8.18E-07,"breast cancer, in situ, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",6.07E-08,5.44E-07,0.004855061,2.29E-06,1.10E-05,3.19E-07,1.49E-05,2.65E-07,5.14E-05,0.80048883,0.000144242,1.22E-07,2.80E-07,1.91E-07,0.000736716,2.93E-06,2.44E-06,2.23E-06,1.18E-05,7.02E-07,4.49E-07,1.57E-06,1.70E-05,1.86E-05,"benign, pseudoangiomatous stromal hyperplasia, na"
