Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"atypical, atypical lobular hyperplasia, na",3.15E-07,0.998970985,2.05E-08,1.32E-08,1.22E-07,4.33E-07,3.01E-10,1.98E-10,7.22E-16,1.11E-09,7.07E-05,9.75E-12,1.65E-13,1.71E-08,2.00E-07,2.68E-07,2.49E-08,1.49E-07,1.32E-09,1.99E-09,9.32E-15,1.53E-10,1.15E-07,4.67E-09,"atypical, atypical lobular hyperplasia, na"
"atypical, fibroadenoma, na",1.35E-07,1.33E-06,0.631418765,1.54E-07,2.86E-07,0.383368641,7.29E-09,1.08E-07,1.51E-07,6.30E-12,4.93E-09,1.35E-07,0.083734453,2.43E-13,3.11E-10,2.34E-09,5.00E-06,8.89E-05,1.39E-12,3.85E-07,2.30E-11,2.73E-10,1.62E-07,2.00E-08,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",8.48E-07,2.97E-07,0.999815285,3.99E-08,4.14E-05,1.91E-14,1.11E-10,2.69E-10,6.69E-11,1.46E-12,1.28E-08,2.11E-13,0.000137979,1.22E-06,4.89E-08,3.01E-09,8.62E-10,3.80E-08,3.50E-13,8.52E-08,6.83E-11,1.39E-11,1.46E-08,4.87E-08,"atypical, fibroadenoma, na"
"benign, sclerosing adenosis, na",2.99E-09,1.85E-07,1.03E-05,7.92E-06,4.10E-07,3.74E-10,2.63E-10,3.05E-06,2.78E-06,6.06E-10,1.81E-07,0.999999523,9.59E-11,1.46E-06,2.29E-07,1.09E-07,0.008601852,1.14E-06,1.20E-07,7.46E-08,1.09E-10,3.39E-10,3.89E-07,3.90E-08,"benign, sclerosing adenosis, na"
"breast cancer, invasive, ductal",1.55E-11,2.70E-13,7.42E-14,9.52E-11,2.19E-07,2.05E-15,1.06E-10,3.45E-10,6.08E-10,5.13E-10,8.53E-11,2.25E-12,1.13E-12,1.51E-06,6.98E-15,4.54E-08,0.999999225,8.95E-12,9.21E-11,1.05E-08,4.91E-10,3.95E-12,2.53E-15,1.64E-08,"breast cancer, invasive, ductal"
"benign, cyst, na",3.59E-09,8.73E-07,1.73E-06,3.84E-08,2.20E-06,4.68E-05,0.999955356,1.48E-05,8.21E-06,5.15E-07,7.06E-06,9.10E-07,4.08E-06,8.46E-08,2.76E-07,9.62E-08,6.22E-06,1.73E-05,6.78E-07,7.28E-06,8.78E-07,2.55E-07,9.40E-07,4.50E-06,"benign, cyst, na"
"breast cancer, invasive, ductal",2.52E-11,3.73E-14,6.62E-14,6.45E-11,3.32E-07,3.51E-15,4.12E-11,7.44E-10,8.30E-10,1.90E-09,9.03E-11,1.21E-12,3.65E-12,3.54E-08,1.47E-15,3.08E-08,0.999999523,5.47E-10,3.87E-10,5.86E-08,1.02E-09,1.83E-11,7.94E-15,4.27E-08,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",2.47E-08,5.17E-06,0.000264712,1.83E-07,5.59E-07,0.997818351,1.51E-09,4.73E-08,2.29E-06,4.50E-09,9.07E-05,4.22E-08,0.003716343,1.10E-06,0.000170369,3.83E-06,6.61E-09,2.88E-06,4.33E-08,9.45E-07,3.06E-09,5.62E-09,1.17E-10,3.86E-07,"benign, apocrine metaplasia, na"
"atypical, atypical lobular hyperplasia, na",1.26E-06,0.874316096,5.38E-11,7.82E-10,1.45E-07,3.73E-14,2.86E-09,1.09E-07,2.32E-06,4.19E-10,8.56E-07,6.76E-05,3.46E-10,8.43E-09,3.69E-07,7.74E-08,2.25E-06,7.89E-08,3.89E-10,1.47E-09,1.14E-14,2.15E-10,4.83E-07,5.60E-09,"atypical, atypical lobular hyperplasia, na"
"benign, usual ductal hyperplasia, na",2.24E-07,1.50E-08,1.08E-11,3.35E-10,1.21E-07,1.67E-12,2.76E-09,2.74E-09,2.43E-11,1.66E-09,1.56E-09,8.02E-11,0.997971714,0.013755697,7.18E-09,2.27E-08,1.01E-10,1.89E-10,9.66E-12,1.47E-08,3.67E-11,5.49E-13,2.75E-06,4.34E-09,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.59E-11,2.19E-09,8.00E-09,3.10E-05,1.69E-06,8.26E-14,1.91E-10,5.15E-10,1.99E-09,0.003010458,3.79E-08,1.57E-06,1.55E-13,0.286482096,4.06E-06,5.47E-07,6.35E-07,1.22E-12,3.00E-12,1.41E-07,1.26E-08,9.92E-10,2.27E-09,6.38E-08,"breast cancer, in situ, ductal"
"breast cancer, na, na",2.26E-07,1.04E-07,1.37E-08,8.41E-09,2.47E-07,1.87E-07,4.58E-08,4.07E-06,1.13E-08,8.15E-09,4.14E-09,4.67E-08,1.10E-07,1.35E-07,3.09E-09,3.20E-07,6.72E-08,6.68E-07,4.47E-08,1.43E-06,1.49E-09,3.56E-07,0.999999821,2.66E-07,"breast cancer, na, na"
"breast cancer, na, ductal",1.64E-08,5.58E-10,2.16E-07,1.53E-08,6.26E-07,1.45E-07,4.72E-07,5.97E-05,6.10E-07,2.38E-07,3.37E-09,6.70E-09,4.54E-08,0.000182169,3.42E-12,1.41E-09,1.63E-05,9.94E-10,4.47E-07,9.71E-06,0.999998331,0.000953317,3.06E-06,1.23E-06,"breast cancer, na, ductal"
"breast cancer, invasive, ductal",3.69E-08,7.42E-14,6.56E-15,3.75E-11,3.58E-07,4.41E-15,8.59E-12,3.27E-10,1.72E-10,7.09E-10,7.45E-11,1.46E-13,1.12E-12,2.99E-09,3.29E-16,3.94E-08,1,3.55E-09,7.36E-09,6.71E-09,1.50E-10,3.23E-12,8.10E-15,1.87E-09,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",9.79E-09,0.995178163,0.000370673,4.57E-11,4.02E-07,4.52E-10,0.000197801,1.58E-07,9.24E-13,8.41E-15,1.37E-05,1.99E-11,4.31E-08,4.25E-07,1.33E-06,3.28E-08,3.92E-09,0.000354108,2.34E-08,1.41E-09,2.27E-13,2.16E-10,1.33E-08,4.34E-07,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",2.99E-11,3.04E-14,5.50E-15,2.55E-10,1.49E-07,1.74E-17,3.96E-12,7.14E-10,1.07E-08,5.06E-11,1.29E-10,1.33E-08,1.95E-13,4.33E-08,1.44E-12,1.99E-08,0.999998391,1.12E-09,5.15E-10,1.97E-08,6.85E-11,1.51E-10,6.81E-17,2.10E-09,"breast cancer, invasive, ductal"
"benign, cyst, na",5.49E-09,4.81E-07,5.04E-06,4.07E-08,1.50E-06,0.020079192,0.961782575,5.14E-06,2.62E-06,1.15E-07,9.52E-07,7.46E-07,1.10E-07,1.60E-07,1.75E-07,7.68E-08,9.17E-07,4.45E-06,4.12E-07,3.95E-06,9.63E-07,1.36E-07,8.85E-08,3.80E-06,"benign, cyst, na"
"breast cancer, invasive, ductal",2.49E-11,4.86E-11,3.22E-12,1.66E-09,4.68E-07,6.27E-15,1.70E-09,9.09E-10,1.53E-09,5.14E-12,1.48E-09,3.68E-09,6.50E-05,2.61E-05,1.35E-12,7.01E-08,0.999877393,8.08E-10,8.79E-10,1.55E-08,2.05E-10,1.11E-12,2.60E-14,1.56E-08,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",2.82E-06,7.12E-07,0.999999046,1.70E-07,2.16E-06,8.07E-07,4.43E-07,7.70E-06,5.06E-06,1.62E-10,1.74E-07,2.78E-05,1.28E-07,1.06E-06,7.97E-07,1.39E-08,7.04E-08,2.53E-06,1.58E-09,6.14E-07,2.02E-06,4.04E-08,7.18E-06,3.73E-06,"atypical, fibroadenoma, na"
"benign, pseudoangiomatous stromal hyperplasia, na",3.77E-08,2.58E-07,0.000130719,1.76E-05,4.70E-06,4.56E-07,3.28E-07,1.59E-07,2.30E-06,0.999114692,5.20E-07,1.17E-06,8.87E-07,1.27E-08,2.47E-05,3.22E-07,2.61E-07,9.21E-08,8.60E-08,6.30E-06,4.37E-07,4.45E-07,3.11E-08,4.26E-07,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, invasive, ductal",2.95E-09,6.99E-12,6.07E-15,1.41E-10,7.30E-08,3.15E-16,1.84E-11,3.08E-11,1.57E-11,3.30E-11,5.38E-11,1.09E-13,6.35E-14,0.462588519,2.33E-13,2.68E-08,0.079688065,5.73E-15,2.30E-11,6.17E-10,1.16E-07,7.28E-13,3.63E-14,1.28E-09,"breast cancer, in situ, ductal"
"benign, cyst, na",7.55E-10,3.72E-08,0.000383309,2.68E-07,9.76E-05,1.87E-10,0.999836266,2.05E-09,4.98E-05,4.12E-07,1.94E-05,1.15E-12,3.06E-05,3.69E-09,8.55E-06,7.53E-09,1.39E-10,1.45E-05,2.69E-08,4.71E-06,2.73E-08,5.68E-08,3.05E-10,3.61E-07,"benign, cyst, na"
"atypical, atypical lobular hyperplasia, na",4.28E-08,0.999893188,2.12E-06,6.28E-10,7.05E-07,5.21E-08,1.50E-05,2.14E-05,2.63E-11,4.85E-10,8.25E-07,4.40E-07,2.54E-08,6.21E-09,1.77E-07,9.47E-08,4.30E-06,0.000626167,2.53E-06,1.89E-08,3.47E-11,2.98E-08,0.000208075,1.73E-06,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",1.54E-07,1.19E-07,2.56E-08,7.64E-08,3.21E-07,0.999874592,6.23E-11,4.21E-07,1.64E-09,5.62E-09,2.14E-10,6.14E-10,3.99E-09,2.57E-07,9.05E-10,9.63E-08,2.84E-06,6.73E-08,1.94E-06,5.52E-07,1.15E-06,6.59E-09,7.07E-08,1.81E-07,"benign, apocrine metaplasia, na"
"breast cancer, na, na",1.66E-07,1.31E-07,1.25E-10,6.50E-09,9.56E-08,2.55E-08,6.33E-09,8.39E-06,2.15E-09,4.10E-09,9.22E-10,4.33E-09,1.63E-09,1.37E-07,3.68E-09,3.61E-07,5.90E-09,2.66E-09,1.95E-09,9.82E-07,9.60E-10,8.03E-06,1,4.06E-08,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",0.020494835,0.982496142,2.42E-10,3.20E-08,3.11E-07,1.99E-14,1.15E-09,1.22E-10,6.75E-14,4.87E-09,4.57E-08,1.97E-14,1.84E-07,1.08E-06,1.30E-07,9.70E-08,5.96E-09,3.93E-09,2.00E-09,3.26E-09,5.79E-13,1.56E-11,2.06E-08,4.76E-09,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",2.03E-06,2.92E-05,5.13E-05,3.57E-05,1.52E-05,7.62E-07,6.55E-07,7.71E-07,4.79E-08,0.999835551,4.09E-06,7.12E-07,2.72E-07,3.42E-07,1.45E-05,1.37E-06,3.17E-06,8.67E-08,1.08E-08,5.78E-06,9.87E-07,2.31E-07,6.02E-08,1.40E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, in situ, ductal",7.77E-09,2.48E-11,1.48E-13,2.56E-09,2.27E-08,1.50E-08,5.55E-14,6.29E-11,4.42E-07,9.47E-12,9.64E-10,7.63E-14,2.03E-15,0.999903202,7.07E-06,4.17E-06,2.96E-12,3.18E-15,2.88E-11,2.87E-08,1.63E-10,9.34E-10,7.84E-07,1.20E-08,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",5.63E-14,2.60E-11,1.28E-13,2.23E-10,5.89E-08,1.32E-12,1.70E-11,6.61E-11,2.00E-11,4.58E-10,7.30E-12,1.42E-10,1.78E-13,1.71E-10,9.77E-18,7.49E-09,1,1.17E-09,1.41E-06,1.17E-09,3.23E-10,9.01E-13,7.93E-15,2.43E-09,"breast cancer, invasive, ductal"
"breast cancer, in situ, lobular",2.69E-06,0.005070808,1.35E-13,1.16E-09,3.28E-08,2.63E-11,2.72E-12,4.29E-09,1.42E-14,3.88E-12,1.45E-09,7.06E-09,1.04E-07,6.60E-06,0.001977179,2.39E-07,2.27E-10,5.59E-09,3.43E-10,1.18E-08,6.82E-16,3.57E-10,2.66E-11,4.16E-09,"atypical, atypical lobular hyperplasia, na"
"benign, cyst, na",1.51E-07,5.63E-08,2.78E-05,6.91E-09,3.89E-07,9.54E-08,0.000100217,2.22E-08,0.016275257,1.03E-09,1.55E-06,1.95E-13,0.935520172,1.93E-07,8.27E-06,5.45E-08,1.14E-09,1.63E-07,3.12E-12,1.90E-06,1.04E-08,8.69E-09,2.83E-09,3.02E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",5.01E-11,1.01E-10,2.28E-09,2.84E-09,2.78E-08,7.46E-17,5.62E-12,2.54E-11,2.17E-10,1.46E-10,1.26E-10,7.29E-13,1.12E-13,4.97E-11,3.52E-15,1.42E-08,1,2.68E-12,5.49E-10,1.51E-08,2.83E-11,3.79E-12,9.65E-15,1.05E-09,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",4.90E-07,7.99E-07,0.99999994,4.17E-08,7.37E-07,6.66E-08,1.68E-08,1.38E-06,3.59E-08,2.62E-11,1.63E-07,1.98E-07,1.23E-07,3.19E-08,5.19E-07,5.90E-09,5.69E-07,1.12E-06,1.34E-09,6.34E-07,6.29E-08,6.17E-09,2.84E-08,5.11E-07,"atypical, fibroadenoma, na"
"breast cancer, in situ, ductal",1.99E-10,1.71E-10,1.18E-09,3.79E-09,1.01E-06,3.33E-08,2.17E-09,2.17E-07,3.96E-08,2.00E-09,2.46E-09,7.84E-08,1.59E-08,0.998249054,1.73E-10,1.97E-07,8.26E-05,7.32E-12,1.72E-09,1.23E-07,0.000510713,8.06E-11,7.57E-09,3.43E-06,"breast cancer, in situ, ductal"
"breast cancer, na, na",7.62E-07,3.79E-07,2.86E-05,1.10E-07,1.67E-06,1.19E-05,3.75E-06,6.21E-05,2.25E-06,1.61E-07,1.22E-07,2.22E-06,3.30E-06,2.63E-07,2.72E-07,7.55E-07,2.32E-07,6.11E-06,7.08E-07,3.05E-05,2.06E-06,3.52E-05,0.999910891,6.99E-06,"breast cancer, na, na"
"benign, sclerosing adenosis, na",0.000129605,1.43E-05,6.08E-07,9.41E-08,8.35E-07,3.92E-09,1.74E-08,2.93E-06,7.82E-09,1.09E-06,2.26E-09,0.004344732,0.999999225,2.99E-12,1.05E-09,8.04E-09,0.000807129,1.32E-05,2.57E-09,2.87E-07,1.63E-10,7.93E-11,5.33E-09,9.27E-09,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",8.88E-11,8.31E-11,1.48E-15,0.000495919,1.08E-07,7.64E-09,1.38E-12,7.78E-13,2.79E-10,3.73E-10,3.37E-10,3.14E-12,4.92E-16,0.998188257,8.18E-07,2.27E-06,1.34E-08,8.46E-16,2.66E-12,6.29E-09,1.51E-10,3.30E-12,2.46E-09,3.14E-10,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",2.62E-10,4.58E-11,4.25E-10,2.02E-09,2.22E-07,7.38E-11,1.43E-08,8.70E-08,2.54E-08,4.61E-08,4.90E-10,4.00E-09,8.10E-10,5.17E-11,4.94E-15,3.73E-09,0.999978364,3.78E-08,6.99E-07,4.96E-07,0.000230451,3.95E-08,5.67E-10,4.64E-08,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",5.19E-09,1.14E-06,0.999926746,4.32E-08,8.50E-07,2.81E-14,1.57E-08,7.33E-10,0.000260416,2.47E-11,4.38E-09,7.20E-11,7.65E-14,7.75E-12,1.97E-08,1.74E-10,1.74E-06,1.14E-08,2.77E-11,8.07E-09,3.11E-10,2.18E-09,8.00E-11,4.88E-09,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",7.92E-10,2.85E-11,7.44E-10,1.05E-09,1.26E-06,3.15E-10,3.28E-08,2.92E-07,9.12E-08,7.12E-08,1.44E-09,8.59E-09,2.63E-09,6.58E-10,6.33E-14,1.98E-08,0.999984622,2.01E-06,3.78E-06,4.06E-06,3.01E-06,3.51E-09,1.32E-12,2.05E-06,"breast cancer, invasive, ductal"
"breast cancer, na, na",2.26E-07,1.04E-07,1.37E-08,8.41E-09,2.47E-07,1.87E-07,4.58E-08,4.07E-06,1.13E-08,8.15E-09,4.14E-09,4.67E-08,1.10E-07,1.35E-07,3.09E-09,3.20E-07,6.72E-08,6.68E-07,4.47E-08,1.43E-06,1.49E-09,3.56E-07,0.999999821,2.66E-07,"breast cancer, na, na"
"benign, usual ductal hyperplasia, na",3.08E-06,5.45E-08,0.000104665,1.02E-07,9.71E-07,4.17E-09,2.91E-09,6.62E-08,8.41E-08,9.39E-08,5.71E-07,4.55E-06,0.954072893,5.16E-08,3.70E-07,6.08E-08,6.73E-07,2.34E-07,1.14E-09,1.62E-06,3.92E-10,1.28E-10,1.70E-09,4.82E-08,"benign, usual ductal hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.888338625,1.71E-08,3.98E-10,1.12E-08,7.19E-08,1.39E-11,6.16E-14,2.01E-11,8.18E-10,3.17E-11,4.17E-10,5.12E-12,6.96E-14,6.58E-05,8.24E-10,1.52E-07,7.10E-11,4.80E-12,1.86E-08,1.66E-09,1.53E-12,3.56E-12,0.953914285,2.09E-11,"breast cancer, na, na"
"benign, usual ductal hyperplasia, na",0.000455315,2.53E-07,1.62E-08,1.69E-07,8.99E-07,3.96E-09,1.67E-08,4.64E-06,1.50E-08,0.000110895,4.73E-07,1.16E-05,0.999972641,1.21E-08,8.49E-10,3.97E-08,0.00208671,3.33E-06,9.79E-11,9.97E-07,3.22E-07,6.61E-10,1.18E-07,9.47E-08,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",3.10E-10,7.14E-11,4.68E-12,7.96E-11,2.57E-07,1.74E-10,1.04E-10,7.06E-09,3.01E-09,1.51E-11,3.39E-09,2.29E-10,2.99E-11,1,8.20E-07,6.05E-06,2.08E-10,9.46E-13,2.63E-08,1.63E-08,6.27E-09,1.41E-12,1.37E-07,1.58E-06,"breast cancer, in situ, ductal"
"breast cancer, in situ, lobular",1.56E-07,0.000282693,4.69E-10,0.997694314,3.62E-07,1.84E-10,5.46E-08,5.42E-12,3.78E-11,1.73E-06,1.54E-08,1.46E-08,3.20E-12,1.72E-09,0.00331993,9.28E-08,4.70E-09,1.46E-10,1.23E-10,2.13E-07,2.35E-10,3.47E-07,5.63E-08,1.60E-11,"atypical, flat epithelial atypia, na"
"benign, usual ductal hyperplasia, na",0.265856624,1.21E-05,6.22E-05,2.89E-08,9.17E-07,2.66E-10,6.12E-10,4.54E-07,6.17E-09,3.40E-09,7.42E-08,5.70E-10,0.969969988,7.22E-08,3.57E-07,4.76E-08,3.87E-08,9.33E-07,5.24E-09,7.01E-07,3.50E-09,3.46E-10,1.30E-07,4.22E-08,"benign, usual ductal hyperplasia, na"
"breast cancer, na, ductal",1.66E-08,2.07E-09,3.55E-06,1.12E-08,6.42E-07,3.21E-06,2.96E-06,5.96E-05,1.47E-06,1.95E-07,1.06E-08,8.54E-07,2.25E-06,2.81E-05,4.95E-11,3.89E-09,3.18E-05,6.28E-07,2.94E-05,6.33E-06,0.999152422,2.25E-05,0.000260361,3.78E-06,"breast cancer, na, ductal"
"breast cancer, na, na",2.26E-07,1.04E-07,1.37E-08,8.41E-09,2.47E-07,1.87E-07,4.58E-08,4.07E-06,1.13E-08,8.15E-09,4.14E-09,4.67E-08,1.10E-07,1.35E-07,3.09E-09,3.20E-07,6.72E-08,6.68E-07,4.47E-08,1.43E-06,1.49E-09,3.56E-07,0.999999821,2.66E-07,"breast cancer, na, na"
"breast cancer, in situ, ductal",1.52E-11,7.08E-11,6.43E-11,1.74E-10,3.92E-07,8.09E-10,1.26E-10,1.00E-09,2.47E-09,6.29E-11,1.04E-09,1.83E-10,3.14E-10,0.999995112,0.00011514,1.51E-06,1.56E-12,1.53E-13,3.87E-08,4.22E-08,8.81E-10,4.06E-12,5.59E-10,6.26E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.11E-10,2.88E-11,2.84E-10,3.71E-10,1.51E-06,6.79E-11,5.67E-09,5.32E-08,3.42E-07,9.90E-09,5.33E-10,1.28E-08,2.64E-11,1.60E-13,1.01E-15,3.66E-08,1,4.49E-07,8.53E-05,6.43E-07,4.94E-09,3.33E-10,1.31E-14,6.51E-08,"breast cancer, invasive, ductal"
"breast cancer, na, na",1.99E-07,5.44E-08,2.09E-10,5.53E-09,1.24E-07,9.69E-09,4.31E-09,5.88E-06,3.12E-09,3.29E-09,9.25E-10,6.82E-10,1.60E-09,1.34E-07,3.95E-09,3.72E-07,9.61E-09,3.20E-09,1.23E-09,1.13E-06,9.93E-10,8.41E-06,0.99999994,5.33E-08,"breast cancer, na, na"
"breast cancer, na, na",2.26E-07,1.04E-07,1.37E-08,8.41E-09,2.47E-07,1.87E-07,4.58E-08,4.07E-06,1.13E-08,8.15E-09,4.14E-09,4.67E-08,1.10E-07,1.35E-07,3.09E-09,3.20E-07,6.72E-08,6.68E-07,4.47E-08,1.43E-06,1.49E-09,3.56E-07,0.999999821,2.66E-07,"breast cancer, na, na"
"breast cancer, invasive, ductal",1.69E-10,1.90E-12,3.78E-11,2.50E-10,7.95E-07,1.84E-11,6.45E-09,4.62E-08,1.88E-08,2.69E-08,5.51E-10,4.97E-10,4.04E-10,1.19E-11,5.10E-15,1.70E-08,0.999999464,1.08E-05,8.80E-07,3.24E-06,3.52E-08,1.50E-09,1.29E-12,9.72E-07,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",3.73E-07,2.30E-12,1.91E-12,2.57E-12,5.03E-07,7.98E-12,2.38E-09,0.000102233,2.67E-09,1.11E-09,4.46E-09,8.42E-12,1.59E-08,0.999351799,2.97E-10,3.55E-07,6.35E-07,1.76E-10,1.13E-07,2.13E-07,5.05E-05,1.11E-10,4.43E-09,1.19E-06,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.99E-10,3.21E-13,5.44E-14,1.93E-10,1.15E-07,4.57E-12,1.93E-13,4.33E-11,5.08E-10,2.75E-10,1.39E-10,8.89E-13,2.58E-15,0.000284446,1.31E-13,6.53E-08,0.998581827,4.15E-13,3.35E-11,2.16E-09,5.59E-10,4.35E-13,2.04E-16,2.73E-09,"breast cancer, invasive, ductal"
"benign, usual ductal hyperplasia, na",0.000625686,1.01E-06,9.18E-07,7.09E-09,1.10E-06,4.48E-06,1.10E-09,5.49E-06,2.55E-09,1.72E-07,3.80E-07,1.39E-11,0.974682927,1.68E-06,2.78E-06,1.62E-07,9.16E-10,1.70E-06,9.42E-10,1.91E-06,7.48E-10,1.96E-10,5.67E-11,8.59E-08,"benign, usual ductal hyperplasia, na"
"benign, cyst, na",1.48E-09,5.84E-07,1.45E-07,1.20E-08,1.08E-06,2.04E-06,0.999996424,1.40E-05,2.30E-06,2.46E-07,4.96E-06,1.82E-07,1.85E-06,1.17E-07,2.48E-07,5.02E-08,2.25E-06,5.48E-06,1.43E-07,3.69E-06,2.73E-07,1.16E-07,4.95E-07,2.50E-06,"benign, cyst, na"
"atypical, flat epithelial atypia, na",0.999999881,7.01E-06,2.32E-06,1.65E-06,5.16E-08,5.30E-11,2.15E-12,7.36E-08,1.30E-07,3.56E-11,4.33E-10,3.11E-09,7.07E-12,1.19E-08,4.81E-08,7.89E-09,1.56E-07,8.17E-10,2.11E-08,8.84E-09,5.30E-09,3.91E-11,4.94E-07,2.78E-11,"atypical, atypical ductal hyperplasia, na"
"breast cancer, na, na",5.55E-06,2.06E-06,5.12E-06,1.96E-08,4.69E-06,2.17E-05,9.13E-06,0.000359033,1.20E-06,6.41E-08,2.43E-07,1.58E-05,8.55E-06,0.000436191,3.74E-07,6.19E-06,4.09E-07,7.37E-06,7.34E-06,1.08E-05,1.31E-07,5.64E-07,0.999775946,5.18E-05,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",1.13E-08,0.221846476,0.003257592,1.10E-10,9.53E-08,9.84E-14,9.07E-08,4.92E-12,4.31E-13,2.77E-12,1.08E-07,3.31E-18,5.87E-13,1.67E-08,1.03E-07,9.50E-10,1.86E-12,5.75E-09,1.86E-12,4.39E-09,5.75E-14,1.18E-11,1.99E-12,2.78E-09,"atypical, atypical lobular hyperplasia, na"
"breast cancer, na, na",6.13E-08,9.43E-09,6.65E-06,1.47E-10,6.29E-06,9.19E-07,4.81E-05,0.000346145,2.95E-06,6.37E-09,1.09E-07,3.07E-07,6.06E-08,0.000137558,1.15E-08,1.70E-06,3.34E-05,9.33E-06,0.003338745,7.46E-05,1.65E-06,3.70E-07,0.973892152,3.12E-05,"breast cancer, na, na"
"breast cancer, in situ, ductal",3.84E-13,6.21E-05,1.83E-11,9.01E-09,3.72E-08,6.45E-07,1.74E-12,6.13E-12,4.60E-13,9.80E-14,2.41E-11,1.56E-13,7.93E-17,0.986912668,4.02E-09,6.35E-08,2.81E-08,1.05E-12,5.81E-09,4.27E-10,3.20E-10,9.70E-14,4.77E-13,3.16E-09,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",3.58E-09,7.00E-09,2.06E-10,1.61E-07,6.78E-06,3.02E-07,5.06E-08,7.74E-07,3.22E-07,5.51E-08,8.04E-07,1.93E-07,2.14E-08,0.671859026,3.91E-06,0.000293489,0.781265259,1.20E-10,1.12E-12,5.11E-07,2.46E-08,2.44E-09,2.58E-15,2.10E-05,"breast cancer, invasive, ductal"
"benign, cyst, na",1.78E-09,1.19E-06,3.48E-07,3.21E-08,1.71E-06,1.18E-05,0.999993205,5.42E-06,9.16E-07,3.59E-07,7.11E-06,1.70E-07,2.48E-06,9.32E-08,3.37E-07,8.52E-08,1.75E-06,4.66E-06,1.74E-07,4.39E-06,1.77E-07,1.35E-07,6.59E-07,2.13E-06,"benign, cyst, na"
"benign, usual ductal hyperplasia, na",0.000104624,3.08E-07,0.001256647,1.40E-07,2.48E-06,8.95E-08,2.27E-07,0.000124582,3.60E-06,1.75E-07,9.51E-08,5.40E-05,0.999997556,2.06E-07,1.65E-07,4.26E-08,2.15E-06,5.92E-05,3.46E-10,3.56E-06,1.70E-06,9.58E-09,4.31E-05,1.58E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",5.61E-10,5.06E-09,1.13E-07,1.96E-08,2.87E-06,2.81E-09,2.04E-07,9.13E-07,5.67E-08,8.67E-08,1.84E-08,2.61E-07,5.43E-09,2.46E-12,4.89E-11,3.48E-07,0.999996006,5.39E-06,5.41E-06,1.33E-06,7.84E-10,3.52E-08,2.86E-10,3.65E-07,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",4.67E-05,5.74E-10,4.96E-14,1.42E-10,4.62E-07,1.31E-13,2.57E-13,1.75E-10,2.51E-12,1.59E-10,1.13E-09,3.08E-11,5.21E-10,0.99999994,8.63E-08,2.73E-06,8.30E-12,2.95E-15,1.00E-09,2.49E-08,5.20E-10,4.72E-14,1.28E-09,1.76E-08,"breast cancer, in situ, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",3.52E-09,3.41E-07,3.25E-05,8.47E-06,3.33E-06,5.74E-07,8.44E-07,1.57E-08,2.02E-06,0.693351388,1.29E-05,5.16E-09,4.80E-11,5.70E-07,0.000107044,1.37E-06,1.85E-08,3.29E-08,7.54E-08,3.48E-06,8.40E-08,7.44E-07,7.32E-07,4.63E-07,"benign, pseudoangiomatous stromal hyperplasia, na"
