Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"atypical, atypical lobular hyperplasia, na",1.32E-06,0.994785309,2.26E-07,2.55E-08,2.71E-07,1.44E-07,1.69E-10,5.90E-08,4.20E-16,1.00E-10,0.000762086,3.82E-14,3.08E-12,1.25E-09,1.58E-07,1.64E-07,2.06E-06,9.77E-05,4.42E-10,7.49E-08,1.20E-13,3.31E-06,5.52E-07,6.10E-10,"atypical, atypical lobular hyperplasia, na"
"atypical, fibroadenoma, na",3.49E-07,5.31E-07,0.99995929,7.88E-06,2.34E-08,3.34E-06,4.08E-08,6.41E-07,4.58E-08,3.98E-10,4.95E-07,4.57E-09,6.48E-06,1.30E-11,2.04E-08,3.97E-09,1.41E-05,7.15E-06,4.29E-13,2.02E-06,1.41E-09,9.55E-10,1.26E-08,4.57E-09,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",2.21E-07,9.60E-08,0.999386668,2.04E-08,2.56E-05,1.23E-14,2.14E-10,2.17E-08,2.68E-10,5.32E-12,1.94E-08,2.77E-13,6.76E-08,4.88E-06,1.54E-08,2.06E-08,4.33E-09,9.55E-07,4.76E-09,3.69E-06,4.79E-10,3.64E-10,6.95E-06,3.74E-08,"atypical, fibroadenoma, na"
"benign, sclerosing adenosis, na",1.00E-07,6.67E-07,5.53E-06,0.000182789,2.48E-07,9.77E-11,3.52E-10,2.61E-05,2.96E-07,1.05E-07,1.20E-07,0.999996424,1.35E-09,4.41E-07,6.25E-06,2.41E-06,0.000266952,1.01E-06,6.20E-10,2.59E-07,3.07E-10,2.49E-10,2.75E-06,3.91E-07,"benign, sclerosing adenosis, na"
"breast cancer, invasive, ductal",6.35E-13,9.39E-15,3.56E-13,2.92E-11,5.77E-07,3.89E-13,1.06E-10,2.80E-10,3.72E-14,4.88E-10,2.68E-11,8.70E-13,1.10E-14,4.40E-07,6.03E-19,3.77E-08,0.999998987,3.26E-09,1.49E-08,1.30E-07,1.69E-09,1.04E-12,1.02E-12,6.21E-10,"breast cancer, invasive, ductal"
"benign, cyst, na",7.19E-07,7.94E-07,7.30E-05,1.31E-07,3.19E-06,0.000341236,0.999541342,0.000124488,8.42E-05,2.35E-06,2.67E-05,6.25E-06,2.92E-05,5.63E-09,4.34E-07,2.66E-07,0.000203784,0.000113561,1.47E-07,1.07E-05,1.22E-06,1.10E-06,1.66E-05,2.70E-05,"benign, cyst, na"
"breast cancer, invasive, ductal",2.17E-13,3.06E-16,1.10E-12,6.81E-11,1.15E-06,5.17E-14,1.74E-10,7.88E-10,2.31E-13,8.38E-09,5.78E-11,2.70E-13,3.00E-13,3.23E-09,2.76E-19,1.37E-08,0.999998927,4.37E-08,7.20E-10,2.95E-06,1.37E-08,3.91E-12,2.84E-12,7.84E-10,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",4.12E-07,3.59E-06,2.90E-06,2.38E-07,2.06E-06,0.985417545,4.41E-11,2.46E-07,0.000107504,8.89E-08,0.00012066,9.63E-09,0.043420482,2.17E-07,2.97E-05,5.20E-07,2.12E-08,2.46E-06,2.96E-07,1.19E-05,9.07E-10,1.14E-07,7.77E-09,1.14E-06,"benign, apocrine metaplasia, na"
"atypical, atypical lobular hyperplasia, na",1.22E-06,0.481037229,6.45E-10,1.54E-10,3.34E-06,8.04E-16,1.63E-07,4.32E-06,5.10E-05,5.42E-10,7.47E-07,3.38E-05,8.96E-12,1.19E-07,3.26E-05,4.31E-07,9.62E-06,6.50E-07,2.51E-10,4.85E-07,9.06E-14,1.48E-08,2.02E-07,4.28E-08,"atypical, atypical lobular hyperplasia, na"
"benign, usual ductal hyperplasia, na",7.90E-07,3.93E-09,1.07E-09,2.32E-06,2.29E-05,1.59E-13,2.88E-09,2.29E-07,4.87E-11,1.98E-09,1.58E-08,1.01E-07,0.999999762,2.82E-05,7.30E-10,5.19E-08,4.57E-07,2.96E-09,4.61E-11,1.20E-06,1.13E-08,8.99E-13,8.70E-08,4.77E-09,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",3.51E-11,3.26E-09,1.43E-09,2.23E-05,4.12E-07,8.18E-15,8.35E-12,6.99E-09,5.02E-12,0.020810647,2.57E-09,2.34E-06,1.63E-15,8.24E-06,1.96E-09,5.83E-06,0.000809849,1.76E-11,7.23E-11,6.19E-07,8.22E-11,1.50E-10,1.70E-06,5.90E-10,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, na, na",1.12E-07,1.38E-07,1.67E-06,3.82E-08,3.46E-07,1.46E-06,7.46E-07,7.49E-05,8.18E-09,4.08E-08,1.65E-08,4.13E-07,2.69E-07,2.74E-09,9.06E-10,1.38E-06,8.88E-06,6.12E-06,5.68E-07,3.72E-06,7.67E-07,5.15E-07,0.999998271,5.84E-07,"breast cancer, na, na"
"breast cancer, na, ductal",1.76E-07,4.20E-09,2.31E-07,1.81E-08,9.41E-06,2.83E-06,5.80E-06,0.000828143,1.42E-08,1.76E-06,2.71E-07,1.82E-08,1.22E-08,0.002583395,1.01E-09,5.74E-08,0.000760175,2.17E-09,1.19E-08,0.000171417,0.999883473,0.065233819,0.000118587,1.70E-05,"breast cancer, na, ductal"
"breast cancer, invasive, ductal",4.33E-09,7.79E-16,1.68E-13,1.52E-11,3.33E-07,3.69E-14,1.40E-12,3.02E-11,6.99E-14,5.41E-10,3.76E-12,9.31E-15,6.51E-17,3.73E-10,9.01E-20,2.16E-09,0.999999762,6.30E-08,3.95E-08,1.88E-07,7.28E-10,3.12E-13,1.71E-12,3.41E-12,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",2.62E-07,0.933531046,0.986378133,1.33E-09,2.22E-07,9.18E-13,1.00E-06,2.38E-07,1.18E-12,5.11E-16,2.14E-06,1.72E-13,9.26E-13,4.44E-06,1.73E-05,2.73E-08,2.15E-08,0.000947649,1.00E-09,1.59E-07,8.75E-13,3.95E-07,1.44E-08,4.49E-08,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",2.05E-13,2.20E-16,1.09E-12,1.47E-10,3.15E-07,1.59E-17,1.09E-12,7.75E-12,1.08E-12,2.79E-12,5.96E-12,1.72E-09,3.58E-18,6.58E-07,1.71E-16,2.36E-07,0.999996901,2.28E-08,4.26E-09,3.45E-07,8.49E-13,1.48E-13,5.47E-15,5.49E-11,"breast cancer, invasive, ductal"
"benign, cyst, na",7.08E-07,4.16E-08,3.34E-06,1.22E-07,1.37E-06,0.001046901,0.99805063,1.04E-05,7.10E-06,9.22E-07,5.49E-06,1.38E-07,4.72E-07,1.73E-06,6.55E-08,7.24E-08,5.98E-05,4.15E-07,5.78E-09,7.24E-06,3.26E-05,2.55E-07,2.10E-08,7.27E-06,"benign, cyst, na"
"breast cancer, invasive, ductal",2.46E-11,1.48E-13,3.71E-11,1.39E-07,3.78E-05,8.37E-14,4.84E-11,5.94E-10,3.11E-11,3.72E-10,2.29E-10,2.06E-11,0.000912245,2.61E-07,3.42E-14,1.22E-07,0.899424016,5.18E-07,9.12E-07,1.94E-06,1.55E-09,2.74E-12,1.88E-11,4.80E-09,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",2.67E-05,2.40E-06,0.999999762,1.28E-06,1.49E-07,3.99E-08,1.79E-06,5.21E-05,2.95E-06,9.52E-10,3.94E-07,1.03E-05,1.78E-09,1.86E-06,8.49E-05,7.01E-08,1.76E-07,1.03E-05,1.41E-09,3.30E-06,5.81E-06,3.86E-07,1.85E-05,2.56E-06,"atypical, fibroadenoma, na"
"benign, pseudoangiomatous stromal hyperplasia, na",5.73E-07,1.59E-06,7.98E-05,6.47E-05,7.52E-06,4.55E-07,5.06E-08,1.42E-05,3.90E-06,0.999313474,2.68E-05,6.77E-06,3.90E-06,6.77E-10,7.87E-05,4.53E-06,6.70E-06,1.94E-06,1.60E-08,3.84E-05,6.29E-09,1.02E-06,7.84E-07,7.93E-07,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, invasive, ductal",1.28E-08,2.09E-14,2.86E-14,2.32E-10,1.87E-07,8.43E-15,1.17E-10,2.75E-11,2.46E-14,9.09E-11,1.24E-12,1.72E-14,3.78E-16,0.000990207,1.81E-16,1.17E-08,0.995016098,2.85E-12,8.51E-10,2.61E-07,5.27E-06,8.35E-12,6.35E-12,1.01E-11,"breast cancer, invasive, ductal"
"benign, cyst, na",6.78E-09,1.19E-07,6.00E-07,2.37E-05,9.74E-05,8.67E-10,0.989714265,7.74E-08,5.50E-05,2.30E-07,0.000169557,6.08E-13,0.07010062,5.06E-09,5.35E-06,8.17E-08,1.22E-08,1.82E-06,2.78E-11,1.02E-05,2.60E-09,3.82E-08,2.96E-08,7.23E-08,"benign, cyst, na"
"atypical, atypical lobular hyperplasia, na",2.37E-06,0.998366654,2.91E-05,9.67E-10,2.61E-06,1.16E-08,2.03E-05,0.000762766,6.04E-10,1.28E-09,2.13E-06,9.98E-07,4.50E-08,8.73E-10,1.73E-06,2.12E-07,0.000459356,0.017705157,9.32E-07,4.01E-07,1.74E-09,0.000105264,0.000751634,2.66E-05,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",1.06E-05,2.40E-08,3.03E-07,1.33E-05,7.07E-07,0.997108519,6.02E-10,5.51E-06,2.05E-09,4.99E-07,2.79E-08,8.88E-09,2.63E-07,1.61E-05,1.96E-09,1.02E-07,0.000482514,1.28E-08,3.54E-09,1.65E-06,0.008902567,1.67E-07,1.59E-07,5.12E-07,"benign, apocrine metaplasia, na"
"breast cancer, na, na",3.16E-08,5.22E-06,3.78E-08,1.60E-08,1.68E-07,3.83E-07,1.26E-07,3.64E-05,9.36E-11,6.20E-08,6.27E-08,1.47E-08,8.98E-11,2.23E-08,2.22E-10,1.01E-06,9.70E-07,2.84E-09,1.81E-08,1.02E-05,6.31E-07,3.99E-05,0.999998212,2.39E-08,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",0.05426107,0.43169108,4.12E-11,6.53E-10,6.45E-06,3.56E-17,3.86E-09,2.12E-09,1.65E-14,1.22E-11,1.46E-08,2.12E-16,3.00E-09,4.37E-07,2.06E-08,7.86E-09,3.23E-06,9.55E-07,1.54E-08,6.28E-08,1.04E-11,1.13E-08,1.02E-09,2.13E-11,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",1.20E-05,7.47E-05,2.21E-05,4.49E-05,2.15E-05,1.30E-07,2.52E-07,0.000253632,1.67E-07,0.998920858,4.98E-05,1.79E-06,5.20E-08,1.35E-07,0.000141539,1.06E-05,1.33E-05,1.88E-06,1.62E-09,2.39E-05,8.89E-08,6.04E-06,1.05E-06,3.46E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
"breast cancer, in situ, ductal",2.39E-09,3.04E-13,3.80E-12,4.06E-11,4.94E-08,5.22E-08,8.32E-13,6.17E-11,2.78E-09,1.49E-12,2.42E-10,2.39E-15,1.88E-17,0.999991953,1.05E-06,6.37E-06,8.60E-10,6.50E-14,3.56E-10,4.94E-06,7.65E-10,6.68E-10,4.84E-09,2.22E-09,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",8.41E-16,8.15E-15,1.81E-13,2.05E-10,2.33E-07,7.63E-11,1.86E-12,1.63E-12,1.74E-16,1.36E-08,7.16E-12,3.28E-12,2.95E-15,8.47E-11,3.69E-22,6.52E-08,1,5.36E-09,2.53E-05,7.48E-08,2.34E-14,6.59E-15,3.60E-13,3.16E-11,"breast cancer, invasive, ductal"
"breast cancer, in situ, lobular",0.000251428,0.107240595,3.78E-12,3.81E-10,3.03E-08,5.04E-14,4.58E-16,1.28E-09,1.41E-14,1.11E-13,2.23E-10,1.36E-10,3.87E-08,5.00E-06,2.98E-05,1.49E-08,7.00E-09,1.44E-06,3.34E-10,8.00E-08,1.85E-14,1.19E-09,5.94E-13,6.38E-11,"atypical, atypical lobular hyperplasia, na"
"benign, cyst, na",1.89E-06,4.27E-08,3.82E-07,8.14E-08,2.34E-05,9.13E-08,0.019933674,6.27E-07,0.153286159,8.82E-08,8.34E-05,8.68E-13,0.94104892,9.67E-08,1.11E-05,6.66E-08,1.25E-08,1.29E-06,1.21E-10,3.53E-05,1.84E-07,1.04E-07,6.51E-08,2.65E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",6.12E-11,1.07E-13,8.52E-09,1.14E-09,9.60E-08,1.06E-15,4.24E-10,3.21E-10,8.81E-11,2.42E-08,2.61E-10,4.53E-13,3.08E-15,3.18E-11,1.89E-16,2.12E-08,0.99995482,2.28E-08,1.02E-08,4.02E-06,4.86E-09,2.35E-11,1.78E-08,1.12E-10,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",2.37E-06,2.54E-06,0.999999642,4.74E-08,8.39E-07,1.03E-09,2.58E-06,0.00011523,1.17E-07,1.18E-09,6.39E-07,1.80E-07,3.34E-10,7.56E-07,5.89E-07,4.78E-08,2.44E-05,5.15E-05,3.46E-09,3.63E-06,1.41E-06,2.62E-07,5.90E-06,5.19E-06,"atypical, fibroadenoma, na"
"breast cancer, in situ, ductal",8.39E-11,4.37E-12,9.93E-10,1.21E-09,2.75E-07,1.87E-10,1.73E-10,6.24E-08,2.22E-12,4.18E-11,1.56E-09,3.27E-09,5.96E-11,0.999792039,8.48E-13,6.92E-07,0.001927866,1.68E-12,8.33E-11,8.36E-08,2.37E-06,4.23E-12,4.33E-09,9.00E-08,"breast cancer, in situ, ductal"
"breast cancer, na, na",1.62E-06,1.02E-06,8.40E-05,9.25E-08,8.05E-07,0.000153331,9.97E-06,0.000249583,1.82E-06,1.57E-07,3.25E-07,1.32E-05,5.21E-06,4.20E-09,2.44E-06,2.08E-06,3.13E-06,0.000135902,2.10E-05,2.31E-05,4.16E-05,0.000214234,0.999429166,2.00E-05,"breast cancer, na, na"
"benign, sclerosing adenosis, na",0.000187311,0.000134457,6.50E-05,1.13E-06,2.63E-06,3.54E-08,1.30E-10,4.08E-06,1.75E-07,8.22E-07,7.16E-08,0.200960502,0.999566972,6.11E-12,1.50E-08,1.56E-08,0.000830026,1.51E-05,3.59E-07,3.10E-07,6.67E-10,8.10E-11,8.56E-09,1.07E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",8.44E-12,4.18E-13,2.98E-14,0.00048338,1.17E-08,1.06E-08,5.96E-15,6.79E-13,1.48E-14,6.48E-12,1.76E-10,9.67E-14,2.50E-18,0.99930656,2.80E-09,2.05E-06,1.67E-06,4.72E-15,4.34E-16,3.22E-09,1.04E-10,1.27E-12,2.49E-12,1.81E-12,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",8.08E-09,4.83E-12,2.43E-09,5.40E-09,1.66E-06,3.58E-08,2.99E-08,4.85E-07,8.06E-10,1.59E-06,1.37E-09,6.64E-08,3.20E-08,4.43E-11,5.26E-15,2.35E-08,0.999950826,4.23E-06,4.24E-05,2.78E-06,0.000121674,6.38E-09,2.00E-08,8.50E-08,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",3.25E-07,5.33E-06,0.999947011,1.29E-07,6.89E-06,1.14E-14,8.55E-08,9.09E-07,0.00071515,8.05E-10,4.60E-08,2.60E-08,1.36E-13,8.81E-10,2.06E-06,1.37E-08,1.22E-05,4.54E-06,4.51E-11,1.60E-06,9.78E-11,4.03E-09,1.30E-07,2.47E-08,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",1.89E-09,6.08E-12,2.90E-09,1.70E-09,4.97E-06,2.01E-08,2.17E-08,3.11E-07,6.21E-10,1.30E-06,2.15E-09,4.18E-08,2.40E-08,1.03E-10,4.01E-15,3.70E-08,0.99994415,1.21E-05,5.45E-05,3.35E-06,1.00E-06,7.54E-10,8.49E-10,3.19E-07,"breast cancer, invasive, ductal"
"breast cancer, na, na",1.12E-07,1.38E-07,1.67E-06,3.82E-08,3.46E-07,1.46E-06,7.46E-07,7.49E-05,8.18E-09,4.08E-08,1.65E-08,4.13E-07,2.69E-07,2.74E-09,9.06E-10,1.38E-06,8.88E-06,6.12E-06,5.68E-07,3.72E-06,7.67E-07,5.15E-07,0.999998271,5.84E-07,"breast cancer, na, na"
"benign, usual ductal hyperplasia, na",1.77E-06,3.49E-08,1.05E-05,4.23E-07,1.02E-06,4.63E-07,3.42E-10,3.25E-07,3.07E-08,4.35E-07,6.29E-06,0.000291235,0.999911845,3.84E-08,3.01E-06,2.03E-06,4.53E-06,3.99E-07,1.10E-06,2.57E-06,6.03E-12,1.86E-11,1.38E-09,5.18E-08,"benign, usual ductal hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.945397496,1.12E-09,4.31E-09,2.26E-08,6.99E-09,1.51E-10,3.21E-12,7.59E-11,3.45E-11,3.11E-11,7.13E-11,5.80E-13,1.50E-16,0.000291049,1.32E-09,1.65E-08,1.45E-11,3.60E-12,1.04E-07,8.15E-08,3.99E-09,5.45E-12,0.993405581,9.56E-14,"breast cancer, na, na"
"benign, usual ductal hyperplasia, na",0.001575987,2.36E-07,2.89E-06,6.90E-06,3.18E-06,6.12E-08,3.63E-08,1.64E-05,2.03E-08,2.63E-05,4.58E-07,7.12E-06,0.999978364,1.51E-07,3.71E-10,4.16E-09,0.011673497,1.08E-08,1.12E-10,1.70E-07,0.052930128,1.74E-09,1.84E-10,1.80E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.50E-12,1.01E-12,5.33E-11,3.71E-12,1.47E-06,1.06E-12,1.10E-09,3.72E-08,9.87E-14,8.38E-13,2.51E-10,1.50E-11,1.66E-14,0.999999404,2.72E-11,7.63E-06,5.24E-07,3.16E-12,2.27E-09,6.55E-07,2.32E-08,5.34E-11,1.05E-05,4.05E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, lobular",3.99E-05,0.000127192,3.05E-10,0.997768402,4.82E-08,6.13E-11,6.71E-10,1.66E-10,3.89E-12,4.64E-07,3.05E-09,7.29E-07,4.88E-13,3.17E-09,0.010301206,7.89E-07,3.71E-10,1.25E-08,2.43E-09,1.21E-07,1.88E-12,4.70E-09,4.84E-08,1.69E-12,"atypical, flat epithelial atypia, na"
"benign, usual ductal hyperplasia, na",0.009815079,2.36E-05,0.000145711,2.69E-07,1.19E-05,5.28E-12,3.61E-10,1.90E-06,4.99E-08,6.19E-10,5.49E-06,8.39E-10,0.999990225,1.94E-08,2.34E-06,2.92E-08,2.68E-07,2.02E-05,2.33E-09,6.83E-07,8.38E-08,8.09E-09,1.64E-07,3.03E-08,"benign, usual ductal hyperplasia, na"
"breast cancer, na, ductal",1.97E-06,9.77E-10,6.20E-06,5.74E-08,7.16E-06,1.30E-05,1.41E-05,0.001524789,4.25E-07,4.80E-07,5.81E-08,3.75E-06,1.07E-05,0.000231673,9.59E-09,8.36E-08,0.000790533,1.47E-06,2.32E-07,1.99E-05,0.99761343,0.000103721,0.000969992,0.00013802,"breast cancer, na, ductal"
"breast cancer, na, na",1.12E-07,1.38E-07,1.67E-06,3.82E-08,3.46E-07,1.46E-06,7.46E-07,7.49E-05,8.18E-09,4.08E-08,1.65E-08,4.13E-07,2.69E-07,2.74E-09,9.06E-10,1.38E-06,8.88E-06,6.12E-06,5.68E-07,3.72E-06,7.67E-07,5.15E-07,0.999998271,5.84E-07,"breast cancer, na, na"
"breast cancer, in situ, ductal",1.55E-11,6.36E-13,3.74E-11,4.82E-11,1.33E-06,1.76E-11,3.29E-10,4.55E-09,3.63E-11,3.01E-11,1.01E-10,3.69E-09,1.99E-08,0.971631587,1.95E-07,1.33E-05,4.15E-08,1.89E-11,7.77E-08,5.81E-06,2.49E-11,2.30E-11,1.58E-08,6.26E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",4.83E-10,1.16E-13,1.57E-09,5.68E-10,7.95E-06,6.52E-09,9.62E-09,2.24E-08,3.56E-09,3.39E-06,7.45E-10,8.10E-09,1.14E-09,1.52E-12,7.81E-18,1.64E-08,0.999999821,4.17E-07,0.000142636,4.11E-06,2.60E-07,3.16E-11,2.28E-10,1.87E-08,"breast cancer, invasive, ductal"
"breast cancer, na, na",1.34E-08,1.44E-06,7.63E-08,1.41E-08,2.59E-07,5.67E-07,1.12E-07,4.23E-05,4.01E-10,7.63E-08,1.49E-07,3.89E-09,1.56E-10,8.62E-09,2.19E-09,1.60E-06,1.22E-06,6.60E-08,2.63E-08,1.78E-05,2.23E-07,0.000186884,0.999981046,6.43E-08,"breast cancer, na, na"
"breast cancer, na, na",1.12E-07,1.38E-07,1.67E-06,3.82E-08,3.46E-07,1.46E-06,7.46E-07,7.49E-05,8.18E-09,4.08E-08,1.65E-08,4.13E-07,2.69E-07,2.74E-09,9.06E-10,1.38E-06,8.88E-06,6.12E-06,5.68E-07,3.72E-06,7.67E-07,5.15E-07,0.999998271,5.84E-07,"breast cancer, na, na"
"breast cancer, invasive, ductal",1.30E-10,2.11E-13,1.43E-09,1.04E-09,2.91E-06,5.06E-09,1.35E-08,1.94E-07,5.00E-10,1.17E-06,1.14E-09,3.12E-09,9.86E-09,1.69E-12,2.15E-16,1.33E-08,0.999991119,0.000142121,2.97E-06,5.81E-06,6.09E-07,7.02E-10,1.20E-09,1.41E-07,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",2.06E-06,5.66E-12,1.65E-08,1.29E-11,2.65E-05,1.36E-12,2.00E-07,9.70E-05,8.95E-11,4.34E-09,1.40E-08,1.22E-08,2.95E-09,0.999994755,1.47E-11,5.63E-07,5.84E-05,8.31E-12,2.73E-08,2.21E-06,0.000363515,1.35E-11,1.42E-08,3.93E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.88E-11,3.87E-17,6.68E-13,1.99E-09,1.01E-07,1.01E-11,1.85E-13,9.16E-13,5.52E-12,1.99E-10,2.95E-11,7.19E-14,2.08E-18,0.000468298,7.99E-17,2.38E-08,0.999948919,1.46E-12,8.06E-13,2.25E-07,3.29E-11,1.00E-14,1.78E-18,2.54E-12,"breast cancer, invasive, ductal"
"benign, usual ductal hyperplasia, na",0.109331965,4.58E-06,2.23E-06,6.29E-07,1.59E-05,4.62E-07,9.48E-11,0.000251383,5.82E-09,1.09E-05,6.70E-06,1.19E-09,0.998472452,4.27E-07,1.93E-08,5.20E-09,3.04E-05,1.57E-06,2.73E-11,6.07E-07,9.24E-07,1.77E-10,1.48E-12,7.54E-09,"benign, usual ductal hyperplasia, na"
"benign, cyst, na",1.95E-07,1.29E-06,1.76E-05,8.03E-08,5.85E-06,2.52E-05,0.999952316,0.000651131,1.63E-05,1.97E-06,2.56E-05,1.25E-06,7.33E-06,5.79E-08,5.37E-07,3.27E-07,8.27E-05,8.73E-05,7.24E-09,1.52E-05,3.28E-06,3.25E-06,2.77E-05,5.82E-05,"benign, cyst, na"
"atypical, flat epithelial atypia, na",0.999999881,0.000109281,6.62E-07,0.000275365,6.92E-09,2.25E-12,1.08E-09,6.77E-09,7.31E-09,5.78E-11,1.59E-09,9.32E-08,5.04E-17,9.76E-09,4.02E-05,1.07E-09,3.33E-07,3.75E-10,8.17E-10,5.37E-09,2.25E-06,1.42E-09,4.92E-06,9.31E-14,"atypical, atypical ductal hyperplasia, na"
"breast cancer, na, na",2.81E-06,4.56E-06,6.82E-06,4.85E-08,4.81E-06,3.29E-05,1.30E-05,0.001626472,2.17E-07,1.02E-07,3.53E-07,1.65E-05,1.47E-07,1.03E-05,1.38E-06,1.44E-05,1.30E-05,4.37E-05,5.38E-06,1.15E-05,1.70E-05,2.28E-05,0.99756372,0.000126784,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",2.18E-07,0.111523539,0.004700311,3.75E-10,1.90E-07,1.74E-16,2.56E-07,1.97E-10,3.80E-15,6.95E-14,8.59E-08,4.12E-20,9.63E-12,7.21E-07,2.76E-08,1.79E-09,8.40E-09,4.89E-07,2.15E-13,1.97E-07,3.49E-14,1.39E-09,1.74E-12,1.73E-11,"atypical, atypical lobular hyperplasia, na"
"breast cancer, na, na",4.45E-08,3.04E-08,5.09E-05,3.90E-09,1.99E-05,2.74E-06,5.42E-05,0.00056516,2.58E-07,6.68E-08,1.20E-07,2.62E-06,1.50E-07,7.67E-06,6.16E-08,6.28E-06,8.50E-06,0.000122763,0.000229,3.92E-05,1.53E-05,8.77E-06,0.99546957,0.000245589,"breast cancer, na, na"
"breast cancer, in situ, ductal",1.71E-13,9.43E-10,5.38E-10,1.37E-08,6.31E-09,8.89E-12,1.07E-14,1.86E-13,2.66E-18,1.56E-17,1.49E-11,1.58E-17,4.12E-23,0.999938607,1.11E-08,1.15E-07,4.83E-09,1.48E-12,1.29E-13,8.05E-09,6.04E-13,1.56E-11,1.29E-13,6.95E-12,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",1.03E-08,6.88E-09,5.75E-09,3.77E-07,2.11E-06,1.21E-06,8.30E-08,6.39E-06,2.35E-08,6.79E-09,3.18E-07,1.06E-05,2.14E-10,0.98753196,0.000783512,0.00035551,0.013140071,1.43E-09,1.76E-11,2.72E-06,2.82E-06,2.49E-07,6.62E-14,9.83E-06,"breast cancer, in situ, ductal"
"benign, cyst, na",3.48E-07,1.43E-06,2.34E-05,1.21E-07,1.70E-06,0.000202972,0.999960244,6.50E-05,4.19E-06,9.35E-07,1.84E-05,1.44E-06,2.05E-05,1.33E-08,3.74E-07,2.66E-07,5.27E-05,5.39E-05,8.25E-08,9.11E-06,4.11E-07,7.16E-07,1.22E-05,1.27E-05,"benign, cyst, na"
"benign, usual ductal hyperplasia, na",0.000300657,3.16E-06,0.001922093,9.42E-07,1.01E-05,1.16E-06,1.96E-07,0.001358334,5.18E-05,9.88E-08,5.40E-06,5.56E-05,0.999996901,5.51E-08,2.34E-05,1.54E-07,2.28E-06,0.000252938,3.12E-09,3.98E-06,0.000238904,8.01E-07,0.000161296,3.23E-05,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.12E-08,3.14E-11,4.94E-09,3.88E-09,1.16E-05,8.60E-08,7.08E-08,6.44E-07,4.57E-09,2.00E-06,7.21E-09,1.06E-07,4.48E-09,9.68E-09,1.02E-12,2.74E-07,0.999295294,2.31E-07,1.63E-05,5.63E-06,2.87E-06,5.27E-09,3.34E-09,5.91E-07,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.000345319,3.73E-11,1.70E-11,6.37E-12,3.14E-07,1.09E-12,3.07E-14,3.90E-11,1.31E-16,2.87E-12,3.45E-11,1.01E-12,1.99E-11,0.999999642,6.33E-11,5.66E-07,5.45E-10,1.97E-15,5.30E-07,1.13E-06,1.33E-10,3.51E-14,1.03E-09,1.39E-10,"breast cancer, in situ, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",6.59E-08,2.94E-06,4.13E-05,9.15E-06,2.24E-06,1.19E-07,4.64E-07,3.79E-06,4.16E-07,0.699134588,0.000173134,5.59E-08,1.54E-08,1.07E-08,0.000484283,1.02E-05,1.66E-07,1.34E-06,6.04E-09,1.84E-05,6.08E-10,2.49E-06,6.31E-05,3.06E-07,"benign, pseudoangiomatous stromal hyperplasia, na"
